"gene","TCGA-73-4670-01A","TCGA-50-5931-01A","TCGA-93-8067-01A","TCGA-L9-A5IP-01A","TCGA-50-5068-01A","TCGA-67-3771-01A","TCGA-97-A4M5-01A","TCGA-86-6562-01A","TCGA-44-5645-01A","TCGA-55-8207-01A","TCGA-86-8358-01A","TCGA-69-8254-01A","TCGA-78-7150-01A","TCGA-50-5946-01A","TCGA-05-4418-01A","TCGA-91-6836-11A","TCGA-44-3398-11B","TCGA-91-6835-11A","TCGA-55-6971-11A","TCGA-44-6144-11A","TCGA-50-5932-11A","TCGA-50-5939-11A","TCGA-50-5930-11A","TCGA-68-A59I-01A","TCGA-33-A5GW-01A","TCGA-21-1070-01A","TCGA-22-5489-01A","TCGA-98-8023-01A","TCGA-96-A4JK-01A","TCGA-56-1622-01A","TCGA-39-5030-01A","TCGA-56-7223-01A","TCGA-33-6737-01A","TCGA-77-A5G6-01A","TCGA-85-8481-01A","TCGA-60-2710-01A","TCGA-O2-A52V-01A","TCGA-77-A5GH-01A","TCGA-22-5491-11A","TCGA-77-7337-11A","TCGA-56-8309-11A","TCGA-43-6647-11A","TCGA-56-7580-11A","TCGA-56-7823-11A","TCGA-77-7335-11A"
"CALML4",8.7319,8.7431,9.5132,9.6268,9.0904,10.203,9.805,8.5287,10.6749,8.8279,8.9429,9.8348,9.2602,9.2879,8.932,9.7916,9.578,10.3748,9.7423,9.4069,9.5318,9.3699,9.7501,8.7,9.7449,8.964,8.5698,9.2818,8.4193,9.4012,8.7868,9.4368,8.9915,9.2262,9.2735,10.0618,9.0766,9.409,9.4893,9.7577,10.1518,9.0512,9.8072,9.5199,9.5391
"RP11-315D16.2",10.7907,10.3546,10.2193,11.134,9.9771,10.6137,10.7062,9.7403,10.7933,9.6779,10.1853,10.541,10.4028,9.9888,10.4804,10.5525,10.2654,10.6325,10.3845,10.4774,10.1712,10.119,10.5727,9.5368,11.0737,10.315,10.3582,10.9736,10.7918,10.7732,9.8739,10.4137,11.9646,10.2875,10.889,11.4626,10.1912,10.3434,10.3007,10.047,10.698,10.0862,10.4198,10.1864,9.7799
"CLN6",11.5787,11.0356,10.38,11.6774,9.8217,10.328,10.9934,10.3093,9.3607,9.944,10.8889,10.791,10.8481,10.0982,11.1748,10.7072,10.4183,10.0933,10.5459,10.8939,10.3579,10.3247,10.7488,9.7766,11.502,10.7563,11.2493,11.6225,11.6114,11.3929,10.3397,10.8833,12.7668,10.6546,11.3805,12.0191,10.5809,10.6338,10.6187,9.9873,10.5791,10.5631,10.5077,10.4125,9.688
"FEM1B",11.5123,11.8365,11.128,11.6948,11.3595,11.3635,11.075,10.978,12.3442,10.723,11.7977,11.1365,11.5482,11.1525,11.4358,11.4472,11.1336,11.1462,11.3819,11.1397,11.5327,11.5805,11.3365,11.3327,11.9922,11.3393,11.4452,11.1375,10.9498,12.0145,11.0387,11.7613,11.2,11.4843,12.2706,12.1644,11.4073,11.1465,11.3507,11.6026,10.9865,11.4115,11.3598,11.1947,11.9614
"ITGA11",12.1118,10.6617,9.4092,9.8184,9.1518,10.5066,9.1825,12.518,8.773,10.723,10.0803,7.9027,12.618,9.551,10.9487,7.5717,8.1936,9.0517,7.9579,8.28,8.0044,9.1092,7.3305,10.8152,7.2758,9.689,12.2218,11.8222,10.0506,9.6001,11.158,8.9221,10.1094,8.4436,10.9313,10.6617,9.739,10.1973,8.2811,7.6293,7.3714,8.2532,9.22,9.2641,7.6878
"CORO2B",7.5849,7.4126,7.5582,6.9458,6.8955,7.1719,8.417,7.8198,7.008,7.8053,7.1533,7.6533,7.0873,6.6602,7.7434,8.6048,9.3556,10.4671,8.2005,9.2071,9.3268,9.2283,8.8743,7.4027,7.048,7.0096,7.5334,7.253,6.5207,6.851,7.1916,6.8592,7.4347,6.6993,6.6788,7.2287,6.8873,8.1424,8.1337,9.1305,9.8546,9.2784,9.3743,9.1714,8.9143
"ANP32A",12.5882,12.5389,12.3089,12.33,11.2605,11.793,11.7969,11.5497,12.0255,11.8129,11.9953,11.6583,12.2531,12.0982,11.9108,11.8873,11.665,11.8085,11.8338,12.0698,11.8824,11.7364,11.9242,11.2412,12.0069,11.2585,12.0676,12.1531,11.5814,12.3081,11.513,12.3837,12.3148,12.4082,11.8925,12.0694,11.7097,11.9233,11.9152,11.7423,11.7104,11.6618,11.4518,11.4743,11.806
"SPESP1",8.3942,6.1096,6.013,6.0765,6.3765,8.5973,6.5325,8.0928,6.4033,6.8148,6.2358,6.2698,6.4599,6.1659,6.649,6.2666,6.722,6.4867,6.6545,6.3949,6.8431,7.4648,6.6858,6.4187,6.0248,6.5693,8.0978,6.6365,8.328,6.6588,6.4293,6.4686,6.6722,6.2225,8.0785,8.729,8.9862,8.7378,7.1067,7.0219,6.5966,6.7239,6.3653,6.1772,7.3962
"NOX5",7.7496,6.179,6.3345,8.0348,5.8664,7.5724,6.1899,7.3478,6.3614,6.7478,6.2358,6.6259,6.8398,6.0425,7.035,6.2322,6.4302,6.3962,6.4249,6.1611,6.561,6.7203,6.295,6.1154,6.7578,6.5261,7.4499,6.8042,6.8758,6.2097,6.3686,6.1875,6.7815,6.1051,6.9482,7.1438,7.4719,7.6473,6.3823,6.1838,6.2825,6.3347,6.1406,6.0511,6.5536
"GLCE",10.1864,9.9602,10.7498,11.0197,10.7371,11.483,10.6128,10.7282,11.2893,10.2232,9.9308,11.0312,11.6036,9.7381,11.6287,10.3813,10.2356,9.8517,10.2935,10.2211,10.4075,10.8587,10.3733,9.875,11.14,10.1158,10.6694,10.1066,9.8964,10.3192,10.8845,12.6497,12.1828,9.5736,11.2969,11.0964,10.5827,10.7801,10.4039,10.4402,10.0866,10.0159,10.1826,10.5668,10.7971
"PAQR5",10.6033,7.4508,7.9188,9.7295,8.4562,8.5083,8.7704,8.3155,10.2117,8.9843,7.5122,10.9329,11.1959,7.3251,12.0215,10.2809,9.8999,9.1999,10.3067,10.6138,10.4694,10.9026,10.602,7.8167,8.3713,8.7946,7.6367,7.7422,8.9171,7.3131,7.7197,8.4073,12.2186,7.5432,10.7358,9.177,8.5739,7.3363,10.1346,10.1196,9.7961,10.3626,10.3934,10.4335,10.5962
"KIF23",10.6065,10.2092,9.6973,9.9038,8.6169,9.318,8.2993,9.0155,8.157,7.4248,11.1342,8.0786,10.628,11.0131,9.6716,7.2292,7.3872,7.5885,7.2271,7.5029,7.4255,7.4371,7.214,9.3086,10.3957,10.3037,10.7413,10.1726,10.692,10.9705,9.724,10.3729,11.1932,10.8777,10.6348,11.2002,10.5499,10.5746,7.2882,7.3499,7.6443,7.1592,8.0881,8.2298,7.2132
"RPLP1",15.7552,14.213,13.5544,14.8448,15.533,14.0672,13.9983,13.5985,12.9843,13.7853,12.6138,13.8478,13.5786,14.0323,15.3091,13.6678,14.0334,13.8582,13.4987,13.9247,13.3809,13.5644,14.1171,13.5876,15.0502,13.7776,14.9678,14.9174,14.2514,13.7211,13.8376,13.5673,15.1254,14.4299,14.3249,14.3349,14.1703,13.9413,14.2643,13.618,13.6205,13.611,13.4007,13.5182,14.754
"TLE3",11.5448,12.283,11.9487,11.0062,10.138,11.5515,11.1887,11.686,11.1809,11.0033,11.5087,10.8266,10.7351,12.5072,10.733,10.9648,11.2277,10.7286,11.0066,11.1196,11.1834,11.2455,11.1717,11.9706,11.3342,11.3437,12.1009,12.115,11.873,11.5646,11.7135,12.0723,11.4699,12.1141,11.9236,12.1121,11.7546,12.0741,10.6983,11.0283,10.8738,11.4704,10.7657,11.1247,10.3214
"UACA",10.0585,10.4834,9.7726,10.8237,9.5351,10.5102,10.755,10.8603,10.3541,10.8804,11.394,9.519,11.0467,11.1612,10.3314,11.2419,11.7173,11.0175,11.34,11.3011,11.8246,12.2613,10.9207,10.7268,9.7634,10.8711,10.9117,10.691,10.207,10.8596,10.3154,11.6443,10.4206,10.3123,11.048,10.6077,10.6434,10.3206,11.5295,11.7229,11.5324,11.5575,11.8415,12.567,11.6686
"LARP6",7.7332,9.7916,7.4235,7.9975,8.6089,8.3814,7.9351,7.9358,7.7035,8.844,7.989,7.392,9.1749,8.7994,8.5289,7.9681,8.9839,8.5617,8.2776,7.9761,8.7729,8.7896,8.6242,9.355,9.3711,8.7481,9.985,9.9829,9.2624,10.2271,9.4589,8.5085,7.9923,9.4909,10.8024,9.5151,9.2813,9.6689,8.4603,8.9647,8.6868,8.8638,8.8344,8.6579,8.7112
"THAP10",6.9373,7.3489,7.3144,7.4079,7.7187,7.7519,7.3973,7.135,7.7035,7.0705,8.1189,6.8414,7.542,7.9242,6.9903,7.3142,7.4304,7.4981,7.3251,7.077,7.6687,7.4278,7.4161,6.858,7.7377,7.5191,7.2634,7.3998,7.3361,7.8118,7.1258,7.9264,6.9853,7.4406,7.3976,7.5729,7.4637,7.1721,7.2426,7.575,7.8935,7.2395,7.4616,7.506,7.9316
"LRRC49",7.0884,8.1463,8.3213,7.0467,8.0706,8.6842,8.3034,7.217,9.3776,7.7421,8.9862,7.8565,7.9502,8.1276,6.9277,8.2283,8.6609,9.5764,7.8318,7.951,8.5276,8.1311,7.9335,7.9038,7.7842,7.5191,8.4849,8.4204,8.0214,8.5122,8.3778,8.6062,6.9512,8.2567,8.5076,8.3667,7.8146,8.6733,7.9617,8.3906,9.4674,8.2731,8.1089,8.6089,8.6584
"THSD4",8.944,8.2722,10.4499,9.6733,8.2381,8.7003,10.1582,9.1488,10.6054,10.1024,8.522,10.1767,8.0552,10.174,9.5548,10.3813,10.9655,11.3398,11.216,10.6023,11.1894,10.9309,11.0987,9.5043,11.2609,9.7235,9.7272,10.3658,9.518,8.5823,10.0351,9.2415,9.0196,11.6607,11.7802,10.5928,9.0539,10.1063,10.8699,10.6116,10.9284,11.3002,10.5011,10.4745,10.2603
"MYO9A",9.2728,9.8479,9.8539,9.9797,9.348,10.145,10.3392,10.4038,12.4911,10.7444,9.9161,10.7511,9.489,10.434,9.2532,11.3866,10.9768,11.0554,11.4708,11.2741,11.7534,11.6653,11.209,9.7176,10.1176,9.4891,9.6016,9.33,9.5272,10.2462,9.1594,9.6086,9.3504,10.0576,10.3367,10.771,9.9093,9.6446,10.9827,11.516,10.5963,11.3867,11.2252,10.9673,10.7011
"SENP8",7.3286,7.428,7.2055,7.8576,8.5261,6.8046,7.8691,7.5206,8.672,7.4613,7.2001,8.0382,7.2592,7.1172,7.4758,7.7494,7.5593,7.8327,8.0198,7.7315,7.6539,7.7044,7.8482,7.0316,8.1419,7.2345,7.0813,7.0978,7.23,7.9213,7.3688,7.2145,7.0661,7.348,7.4527,7.6403,6.9146,7.2469,7.7174,7.7242,7.6443,7.7404,7.8347,7.6078,8.301
"GRAMD2",9.0168,7.114,8.601,9.4078,9.2996,7.3178,10.1326,10.4659,10.3198,8.5647,8.1452,9.7388,8.0284,9.2816,7.844,10.9169,10.6613,11.001,11.3762,11.0855,11.4056,10.4314,10.8093,7.4499,8.4935,8.0229,7.401,6.9901,7.3813,7.3036,7.2657,6.2778,7.3285,7.4929,8.386,8.6725,6.8156,7.1039,10.7301,11.2492,10.9838,11.1646,10.3358,10.2259,10.3106
"PKM",17.0986,15.8293,15.7966,16.7301,15.2686,15.6815,14.6659,15.3653,14.6667,15.2331,15.1747,15.0907,15.6899,14.7871,16.458,14.3537,14.6266,14.8472,14.2881,14.4755,14.5986,14.2108,14.7129,15.0862,16.8861,15.2705,15.9647,16.1224,15.121,15.6793,15.2992,15.4673,16.1079,15.0348,17.2207,16.1262,15.8825,15.8039,14.2562,14.4084,14.6998,14.777,14.6873,14.2127,14.3609
"PARP6",10.7652,10.9528,8.3165,10.8185,9.9048,10.692,10.0672,10.1438,10.0723,11.0773,11.3354,10.4622,10.7612,10.8664,11.4712,10.6572,10.2301,10.3797,10.7271,10.6875,10.5009,10.2967,10.5958,10.4255,10.3755,10.5487,10.5686,10.7093,11.1401,10.7132,10.1813,10.1917,11.0323,10.698,11.29,10.349,10.6172,10.7084,10.5429,10.6357,10.6912,10.3569,10.705,10.4879,9.8296
"RP11-106M3.5",8.3005,8.2722,6.6673,8.2659,7.6135,8.3321,7.9351,7.699,7.9307,8.3584,8.9886,8.2085,8.2798,8.1983,8.838,8.1017,7.8273,7.9641,8.0904,8.4076,8.1704,8.0526,8.0264,8.0453,7.8437,7.9031,8.2411,8,8.5088,8.1757,7.8973,7.8148,8.2081,8.3264,8.5364,8.1423,8.0597,8.0904,8.0565,8.1115,8.2374,8.0183,8.2276,8.0812,7.4546
"CELF6",6.3037,7.052,6.4457,6.9608,7.3091,8.0399,8.0132,6.4425,7.7587,7.1318,8.4475,7.6295,6.5046,6.4447,6.8077,7.5799,7.0412,7.4089,7.7304,7.5295,7.1775,6.8865,6.9983,7.8236,7.0195,7.0734,6.3757,6.8042,7.1677,6.921,6.6754,7.0515,6.7175,7.9713,7.2281,7.1327,7.1325,7.194,6.7689,7.0716,7.7915,6.8906,7.7358,7.6879,6.4562
"RP11-106M3.2",10.9031,10.5566,8.6281,10.8305,10.6827,10.7242,11.036,10.2644,10.4428,10.8735,10.438,11.2413,10.8174,9.7195,11.5667,11.102,10.7911,10.2624,10.8451,11.1732,10.6103,9.9748,10.996,10.2325,9.9777,9.79,10.3617,10.872,9.8029,10.3245,10.2774,9.9581,10.8943,9.9976,11.6814,10.8291,9.7839,10.2116,10.5419,10.5872,11.2222,10.6957,11.0372,11.0999,11.2577
"HEXA",12.4193,12.0693,9.9656,12.2928,12.3142,12.1259,12.497,11.757,11.8086,12.3868,11.7124,12.6463,12.3434,11.2266,13.1382,12.6786,12.3012,11.7189,12.4038,12.6987,12.1448,11.4385,12.581,11.5866,11.4541,11.4269,11.8868,12.3315,11.2308,11.8404,11.7865,11.4375,12.4578,11.237,13.1981,12.3187,11.1338,11.6912,12.1224,12.1495,12.6919,12.2024,12.5468,12.5346,12.8516
"ARIH1",12.4344,11.8169,11.6534,11.8948,11.0619,11.3984,11.5844,11.1159,12.3548,11.7123,11.2164,11.4745,11.9315,11.4216,11.7131,11.3031,11.3539,11.3276,11.4385,11.2826,11.443,11.5334,11.5094,11.1938,11.965,11.3421,11.4129,11.31,10.8794,12.1586,11.1652,11.3147,11.8621,11.5652,11.808,12.2771,11.4972,11.588,11.1369,11.5618,11.1987,11.5859,11.3451,11.3746,11.446
"BBS4",9.6221,9.4089,8.8039,9.7975,11.015,9.7442,9.4892,8.9291,10.0846,10.085,9.6644,9.7767,9.6078,9.0597,10.3503,9.6226,9.6282,10.186,9.6586,9.6456,9.3914,9.1622,9.4014,9.2776,8.9978,8.9927,9.0849,9.3904,8.5568,8.9774,9.1271,9.548,8.9111,9.2333,9.216,9.8159,9.1039,9.501,9.5304,9.743,10.0814,9.3047,9.736,9.4389,9.7729
"ADPGK",11.59,10.8695,10.8427,11.7056,11.7073,11.7729,11.2302,10.4257,11.2176,11.3329,10.6712,11.097,10.8422,10.4425,11.5602,11.6545,11.2131,10.8043,11.6212,11.4849,11.249,11.3585,11.5,10.8462,11.1294,11.2096,11.5095,12.327,10.9231,11.2716,11.1716,10.3502,10.9775,11.2127,12.0226,11.7759,10.9751,11.6938,10.817,11.2941,11.6371,11.184,11.3982,11.5987,11.5124
"NEO1",11.3607,11.3651,10.7999,11.4725,8.7021,11.195,11.6264,10.6435,11.5136,11.7058,9.5905,10.903,11.6619,10.9241,10.7708,11.4388,11.6662,11.7902,11.4992,12.1541,11.8435,11.8974,11.5005,11.4112,12.182,10.5177,12.3291,12.0485,11.6588,12.4378,11.6261,11.8678,11.1901,12.6109,10.7956,12.6823,11.9911,11.8123,11.6794,11.8123,11.3594,11.8502,11.766,10.8922,10.9847
"HCN4",5.8739,5.9776,7.6405,6.17,6.1241,6.3485,9.374,5.6565,6.9666,6.7303,9.0956,6.3911,6.7945,5.6565,5.9612,6.4403,6.7054,7.8506,5.6565,5.8634,6.3161,6.1577,5.8709,6.0126,6.176,5.6565,6.8291,7.9433,5.6565,6.332,6.3686,6.305,7.184,5.9409,6.1517,6.05,5.9948,7.6247,5.9554,6.2534,7.5113,6.6071,5.855,6.6993,6.244
"NPTN",12.7176,12.0704,12.2015,12.1566,12.2947,12.4804,12.1062,12.0279,11.9764,12.6115,12.0372,11.758,12.5495,12.0781,12.5194,12.0871,12.1011,11.9038,12.0621,12.1636,12.4402,12.2625,12.2748,11.9467,12.779,12.1077,11.7928,12.3954,10.7865,13.1946,11.4994,11.0676,11.8519,11.6975,14.1005,12.9224,12.423,11.289,11.9907,12.4057,12.3567,12.1486,12.1383,12.0705,12.5223
"CD276",12.5968,12.2222,12.3016,11.8755,10.5293,11.5241,11.9411,12.0542,10.3676,12.0442,11.6367,11.2966,12.2198,11.4681,11.8848,11.1737,11.1555,10.9927,11.2045,11.001,11.0396,11.0736,11.1994,11.5686,12.3149,11.3399,12.8905,12.6039,12.1814,12.7341,12.4021,11.5436,12.2413,11.9734,14.5175,12.9464,12.6569,11.8037,11.1487,10.9157,11.3825,11.5604,11.423,11.7343,10.6041
"C15orf59",6.5396,6.8409,6.4457,6.5127,6.4053,6.0882,7.8634,7.321,7.6575,7.3182,6.9776,6.8573,6.4826,6.0425,6.2986,8.2777,8.7985,8.3206,8.3024,7.9383,8.7761,8.897,7.994,6.9909,9.3119,6.9694,7.2408,7.2751,7.7071,7.294,7.4433,7.0405,6.4914,7.8862,7.1611,8.0007,6.9923,6.6917,7.7716,7.8192,8.2609,8.7066,8.0509,8.3029,7.2589
"LOXL1",9.8514,9.8854,9.5476,8.8042,9.7043,9.116,9.7283,10.5202,9.157,10.5098,8.847,8.5736,10.2743,8.5668,8.8629,8.1399,9.2197,9.6645,8.4199,8.865,8.7265,9.7978,8.3194,10.9978,9.3043,9.9396,10.9735,10.7757,9.9091,11.1271,11.0135,8.0343,9.3281,9.2708,12.3796,11.0295,9.7839,10.3304,8.94,8.552,8.7439,8.9786,9.6352,9.9095,9.2057
"STOML1",9.7179,8.6818,8.8372,9.2602,9.5183,8.6874,9.1224,9.097,9.6812,9.2531,8.5642,9.7918,8.6557,8.9274,9.118,9.1891,9.374,8.7426,9.1125,9.5179,9.0819,9.3312,10.0729,8.2997,9.4735,9.4129,9.5551,9.4742,8.7245,9.0617,9.1271,8.2185,8.0426,9.2498,10.7858,9.9489,9.5311,9.0649,9.787,8.8401,9.6102,9.7985,8.7878,9.4048,9.1252
"PML",11.3875,11.5272,11.3889,12.3575,10.3072,10.9029,11.8524,11.0062,9.7422,11.7045,10.8261,12.1247,11.2478,10.6263,11.7608,11.3833,11.726,11.2964,11.3892,11.9769,11.7062,11.8136,12.0544,11.0899,11.6865,12.8358,12.7096,12.6664,11.6136,11.7874,12.4948,10.3559,11.3028,11.56,12.8485,12.7724,12.1207,11.9429,11.8737,11.5944,11.9364,12.197,11.626,11.8363,11.3775
"ISLR2",6.514,7.2284,6.5641,6.1256,6.9112,7.3888,7.2767,7.5658,7.0479,7.7564,8.1795,6.74,6.2759,6.3211,7.1325,6.4896,7.1966,8.1937,7.0012,6.3057,7.6464,8.0868,6.528,8.2949,6.8125,6.4564,7.6853,6.9015,9.15,6.6938,7.9045,7.1954,6.2074,6.5214,7.536,7.3547,7.9902,6.9929,7.8016,6.8265,6.4913,6.5191,7.2779,6.4142,6.5761
"ISLR",10.812,11.2934,10.6606,8.7901,11.6508,10.9139,10.8501,12.3314,9.1765,11.6122,10.3486,10.0479,11.7778,9.0818,10.7801,9.7043,11.5387,11.4071,10.1236,10.385,11.2074,11.3011,10.4628,11.4794,8.4149,10.0857,12.8362,11.6736,11.0842,9.6227,12.8216,9.374,10.0914,9.9409,12.4247,11.5026,11.6185,11.4624,11.0456,10.7511,10.6133,11.0798,11.1772,10.4492,10.9998
"STRA6",9.7491,7.3732,9.3691,8.041,7.265,8.3405,7.3124,7.6094,7.008,8.8599,8.5545,11.2529,7.279,9.3498,7.0917,6.0105,6.2069,7.1141,6.1192,5.6565,5.9398,5.862,5.8709,11.2102,8.3008,8.1795,9.4879,9.1854,8.4234,7.3865,10.2465,11.679,7.0815,8.2423,10.4759,8.1019,11.0686,10.5691,6.1279,5.9395,7.8178,6.116,7.0353,6.4619,6.1221
"CCDC33",7.7082,6.3686,7.6163,6.3789,7.5262,6.6952,8.7849,6.2317,8.9005,7.3871,6.7084,9.2246,6.1759,7.4375,5.9612,7.785,8.121,10.1276,5.8642,6.0142,7.0234,6.2688,5.9594,7.6386,6.2171,6.2257,7.4403,6.9015,6.4076,7.2843,7.0703,8.0732,5.9759,6.5432,7.2411,6.3056,8.2121,7.0058,6.0785,6.9007,10.375,6.8595,5.9997,8.351,7.0232
"CYP11A1",9.5194,6.9635,6.013,6.0205,6.3149,6.9673,6.9411,6.5277,6.4427,6.3564,6.0675,6.4183,8.2011,10.037,6.396,7.3039,7.0531,7.3573,6.8017,7.5382,6.9441,7.2234,6.5027,6.3633,5.9575,6.5901,8.0014,8.0183,6.0476,6.0489,7.2415,5.9828,6.4618,6.4018,5.9706,6.4364,6.4061,7.4284,6.787,7.2813,7.2236,6.9785,8.2133,7.7432,7.6231
"SEMA7A",9.3716,8.5242,9.0536,8.7614,8.6983,8.6906,9.0477,8.6688,8.6157,8.922,8.5054,8.4187,9.7174,8.6619,9.3367,8.5055,8.567,8.0637,8.3363,9.0648,8.4842,9.0287,8.1133,9.9295,7.4662,9.5208,9.6922,9.3489,8.8271,10.1835,9.8129,8.1748,9.4566,8.3173,13.0916,9.6092,9.7295,9.1931,8.743,8.3203,8.5,8.7138,8.0236,9.334,7.6799
"UBL7",10.8769,10.7364,10.1449,10.5034,10.4793,10.2019,10.463,9.9128,9.8205,10.3856,9.6644,10.2444,10.4935,9.8405,10.9179,10.5651,10.4397,10.2104,10.3421,10.6004,10.2784,10.2267,10.7469,9.6206,10.8636,9.6662,10.776,10.2914,10.3787,9.8865,10.4984,10.6633,10.9139,10.1679,10.3842,10.8842,10.1992,10.2268,10.7728,10.5361,10.5005,10.4181,10.4127,10.4165,10.8193
"ARID3B",8.3325,7.5927,8.4703,8.2555,7.8302,9.2173,8.7849,8.3568,8.1081,8.6519,9.4489,8.6804,9.0943,9.0646,9.5262,9.1323,8.7954,8.5153,9.2286,9.0043,8.8552,8.713,8.8603,9.2533,8.1763,8.5485,8.8558,8.5985,9.7677,8.9473,9.0941,9.2601,9.4945,9.0459,9.4507,9.9627,9.4058,9.9439,8.8974,8.7505,8.673,9.1095,8.4007,8.9351,8.08
"CLK3",11.7218,10.9443,10.4456,11.2792,9.8869,10.7054,10.8093,9.997,10.8364,10.952,10.7514,10.8176,10.4376,10.6776,11.2423,10.8886,10.5813,10.6464,11.0879,10.9804,10.5646,10.6378,10.8518,10.7215,10.5544,10.5715,10.5817,10.5432,10.603,10.6241,10.3786,10.6244,11.6071,11.0287,11.2691,11.047,10.8288,10.7625,10.8699,10.6286,10.963,10.7946,10.685,10.9228,10.0394
"EDC3",11.1561,10.8035,10.2745,11.0257,9.4244,10.4848,10.3643,9.8434,9.8031,10.3425,10.1904,9.9862,10.6271,10.3481,10.3982,10.085,9.9428,10.1679,10.0542,10.2097,10.011,9.9207,10.3313,9.7335,10.761,9.9381,10.6722,10.5472,10.2997,10.3764,10.3712,11.1599,10.6893,10.3735,10.3777,11.2419,10.2015,10.0546,10.3168,9.9507,10.0436,10.1255,9.9786,10.0154,9.6954
"CYP1A2",5.6565,5.6565,5.6565,5.6565,5.6565,6.0882,6.252,5.8494,5.6565,5.6565,5.6565,5.6565,5.6565,6.0877,5.6565,7.1253,6.6174,6.0416,7.0556,8.7984,6.764,6.7203,7.7649,5.6565,5.8696,5.8589,6.1677,5.6565,5.8525,5.6565,5.6565,5.6565,5.6565,5.8578,5.6565,5.8537,5.6565,5.6565,7.0666,6.4718,8.1989,6.8435,6.5724,6.9411,6.5761
"CSK",11.2917,11.5329,11.071,11.2916,10.6427,11.0941,11.4004,10.9287,10.6097,10.6194,11.0636,11.306,11.0331,10.6911,11.4269,11.1127,11.339,10.8108,10.8286,11.2552,10.9066,10.921,11.1421,11.5681,12.054,11.3974,11.6005,11.6182,11.463,11.4218,11.8296,12.1988,11.3921,11.2718,12.3675,12.49,11.8571,11.3379,11.1066,10.9266,11.2567,11.3294,10.9803,11.0536,10.4874
"ULK3",10.2985,10.2435,10.3172,10.4366,10.3552,10.8079,10.4214,9.7869,9.897,11.3436,10.7916,10.9322,9.7158,10.5061,10.8444,9.7597,9.8483,9.6564,10.1558,10.2361,9.5145,9.6561,9.8792,10.3489,10.8079,9.7555,9.856,10.6166,10.5448,9.784,9.858,10.5389,10.1822,10.4748,10.1012,10.9276,10.4699,9.5145,9.9814,9.5923,10.2118,9.6851,9.7164,9.9832,9.1197
"SCAMP2",12.3888,11.3111,10.9085,12.7462,11.2965,12.3065,12.578,11.892,11.1942,12.308,11.0525,13.075,12.1736,11.7369,12.2837,12.4567,12.2494,12.0251,12.1494,12.5867,12.3412,12.261,12.6625,11.6219,12.8826,11.3974,11.7967,11.6278,11.6835,12.1126,11.7611,11.0418,12.3737,11.5791,13.1058,12.4036,11.8138,11.6592,12.6316,12.4201,12.3704,12.591,12.176,12.1554,12.2455
"MPI",11.0461,11.5353,10.6271,10.7161,11.302,11.1402,11.131,10.7601,11.2938,12.0782,10.7597,11.3941,10.6962,10.8997,10.9396,11.3135,11.1089,11.3682,11.2198,11.3588,11.1322,10.9815,11.3063,10.875,11.5184,10.7438,10.761,11.0175,11.21,10.73,10.6027,11.1396,10.913,11.1825,11.2677,11.4846,10.8514,10.748,11.5749,11.1963,11.1505,11.2269,11.3145,11.0091,11.2983
"FAM219B",10.192,10.5445,10.0857,9.8891,10.8864,10.5737,10.9141,9.8463,10.9517,11.4104,10.3504,10.5149,9.92,10.451,10.2667,10.9699,10.8195,10.9708,11.0399,10.9632,10.9132,10.7348,11.0772,10.3061,10.9425,10.2968,9.7983,10.307,10.6499,9.9943,9.9609,10.4834,10.0224,10.2715,10.6661,11.3873,10.4071,10.0949,11.0567,10.8541,10.9039,10.9405,10.8762,10.7419,10.8083
"COX5A",13.0671,11.5809,10.9942,11.8672,12.309,11.2977,11.375,10.4133,10.409,10.8981,10.9959,11.1838,11.7062,10.3641,12.6759,10.7539,10.609,10.6698,10.5018,10.9907,10.4454,10.4432,11.057,10.4004,12.8889,11.3597,11.3033,10.9615,11.5454,11.6647,10.9821,11.2455,12.1041,10.9971,11.4809,11.7273,11.1557,10.8092,10.6454,10.5918,10.6946,10.5372,10.6128,10.5022,11.3426
"RPP25",9.4258,9.4954,9.1518,10.6027,9.512,10.5866,8.8959,8.2379,8.672,8.6846,10.2746,9.3872,8.9433,8.502,9.3914,9.1891,9.2242,8.5998,9.3336,9.3687,9.0313,9.057,9.8339,9.7212,10.2012,10.2218,8.3896,10.2013,10.8077,9.0043,8.8532,8.4874,9.9571,9.207,10.532,10.8719,9.7515,8.1218,9.2253,8.6723,9.1327,9.2243,9.2316,8.8446,8.8009
"SCAMP5",8.2287,10.4397,8.8921,10.2033,8.2485,11.6779,8.8825,8.6655,8.2722,8.952,11.4081,9.5728,9.0483,9.7211,9.121,8.3579,8.8076,9.0591,7.8594,8.2244,7.7542,8.4198,7.4264,10.5984,9.3492,9.55,10.0387,10.5206,9.6617,8.1709,10.5176,10.6424,8.3889,9.5223,8.646,9.3297,9.4058,9.6429,9.0985,7.9616,9.7771,7.8867,8.4007,8.8596,7.7791
"PPCDC",9.7198,8.81,8.5774,8.7284,9.9176,8.911,8.6986,8.4204,8.672,8.9128,8.3162,8.6318,8.437,8.4263,9.1759,8.558,8.7394,8.4747,8.5114,8.6995,8.3715,8.2309,8.8356,8.4201,8.1763,8.617,8.9374,9.1749,8.3151,8.4855,9.0541,8.1295,8.6653,8.2278,8.6678,8.9951,8.545,8.5193,8.7904,8.8087,8.9629,8.6285,8.3965,8.4303,8.5381
