"gene","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12"
"GENE0718",5.0246,7.5984,6.2911,5.9146,5.3054,6.1581,5.7885,6.4535,6.5968,7.5039,6.2658,6.6055
"GENE0719",5.8871,6.2581,6.6892,6.2665,5.8953,6.6379,6.6849,4.8216,5.508,6.8001,5.4925,6.6662
"GENE0720",8.9669,9.63,9.4578,9.5232,9.1122,8.862,8.1075,8.6579,8.2491,8.1436,8.2068,8.0265
"GENE0721",1.6151,1.5494,1.9631,1.26,2.3079,2.3401,3.9002,1.6774,3.0068,1.2365,2.3621,1.6401
"GENE0722",4.9324,4.8529,4.61,4.5104,4.5314,4.1428,4.252,4.6067,4.7883,4.5116,4.6103,4.899
"GENE0723",8.2598,7.9583,7.6564,8.2101,7.1872,7.6458,7.8931,8.7204,6.352,7.9875,7.5071,7.021
"GENE0724",8.2393,6.0138,6.4883,6.0664,6.3136,6.3307,6.6974,7.7068,7.8665,7.5673,6.7017,8.4525
"GENE0725",6.8398,6.504,5.956,4.4366,6.0775,5.6708,7.0033,6.1408,5.6001,5.619,5.9074,5.7892
"GENE0726",4.5494,5.6472,3.9688,5.5566,5.2025,6.6655,5.5498,7.0668,4.6859,5.316,5.2684,5.7352
"GENE0727",6.7478,5.7076,6.4136,5.9463,6.0242,6.4531,7.0372,5.9326,6.7824,5.6927,6.3954,6.1531
"GENE0728",6.0107,5.6089,5.6933,6.4373,4.2185,5.7034,5.5486,4.784,5.4836,5.7228,5.3407,5.379
"GENE0729",6.0568,6.3319,6.2593,6.4432,6.0947,5.9766,5.4733,6.5159,6.4498,6.6273,6.0126,6.7166
"GENE0730",5.2655,3.6664,5.1767,4.5986,4.3442,4.3643,4.399,6.1659,4.2992,5.2963,4.6209,4.7302
"GENE0731",8.7411,9.5067,8.4257,9.247,7.8202,8.5046,10.2303,11.4449,9.6475,12.2119,10.3659,11.5255
"GENE0732",6.8865,7.7613,8.3253,7.1089,9.4332,7.9802,7.5257,8.0033,8.9728,6.7793,6.9324,6.793
"GENE0733",8.0811,8.2416,7.7353,7.9853,8.0301,6.2579,7.7432,8.5849,9.9577,7.946,8.3225,7.859
"GENE0734",5.1823,5.0198,6.2573,4.4362,4.8543,5.8296,6.2611,5.4229,5.6194,5.663,5.9675,5.6009
"GENE0735",4.743,5.4217,4.7397,6.7614,5.6874,4.9411,5.3365,5.8618,4.7027,5.3266,5.1243,5.4831
"GENE0736",4.0823,4.527,5.6174,6.2615,5.4132,6.2057,7.2406,6.8911,5.4141,5.281,4.1479,5.2597
"GENE0737",9.5278,7.8342,8.4702,6.8102,9.0791,8.1628,8.0551,8.7941,9.8951,8.3425,7.3728,7.1977
"GENE0738",4.184,4.678,4.427,4.6347,5.2659,4.345,5.493,4.5413,5.0691,5.0529,5.2938,4.4932
"GENE0739",6.4994,6.6084,5.9935,5.8929,5.429,7.3847,5.3396,6.1591,6.662,7.4508,5.5653,5.8674
"GENE0740",7.3123,7.3496,6.2737,6.6373,6.7964,6.8712,7.3103,6.221,7.5972,7.5,6.274,7.5185
"GENE0741",7.437,7.396,7.1752,7.5646,7.086,7.2501,8.7082,8.7546,8.5244,7.7339,8.1226,8.6838
"GENE0742",5.3772,5.5249,5.5684,4.7098,5.4404,4.6312,5.3969,5.5319,5.2166,5.6976,5.1875,5.1166
"GENE0743",11.1631,10.3654,10.5056,11.733,10.6438,9.6872,10.865,10.5722,9.5848,10.7974,10.1464,10.8684
"GENE0744",4.8482,5.1977,4.4291,3.3989,4.2815,4.7545,3.0258,4.1838,3.6967,5.4383,1.227,3.4736
"GENE0745",3.7897,3.642,3.3178,3.8267,4.0539,3.6854,2.4388,2.9219,3.3259,2.8311,3.0227,3.2735
"GENE0746",4.7559,6.921,5.312,6.3242,7.4796,5.2492,5.9424,6.0506,5.4858,5.3733,6.0126,6.4987
"GENE0747",8.8122,10.0972,10.2274,10.2336,8.5032,10.5221,10.3988,9.6704,9.962,9.2074,10.0578,8.2064
"GENE0748",6.1091,6.4741,4.7913,6.6671,6.1681,6.9043,5.9019,7.2579,6.1817,6.5453,7.2224,7.0164
"GENE0749",6.819,6.5477,6.3312,2.9025,8.4229,5.8533,4.7994,6.7448,5.8396,7.4479,6.4501,6.7528
"GENE0750",7.772,7.8865,7.9712,7.1668,8.0818,7.5653,9.9795,8.4446,9.0148,9.1472,8.7298,9.0333
"GENE0751",5.7232,5.3251,5.2803,5.859,5.6336,5.3633,5.7822,5.3067,5.4925,5.0453,4.9264,5.4312
"GENE0752",5.8489,6.973,6.0066,5.7253,6.62,7.4566,6.2331,6.1338,4.9842,6.7229,5.8061,4.8461
"GENE0753",7.749,8.3273,7.9016,8.6732,9.1156,9.2137,7.5351,8.3767,8.3936,7.2231,8.314,8.027
"GENE0754",6.7038,6.6211,6.8826,6.5109,7.1868,5.4018,6.346,4.9479,6.2489,7.1791,6.0243,5.5767
"GENE0755",5.274,5.5198,4.039,5.2176,4.1928,5.9609,4.1164,5.0561,4.2363,4.7526,4.5948,4.7114
"GENE0756",6.5872,6.4986,7.2909,7.2156,6.9428,6.2284,6.7623,7.2018,6.9215,7.3893,6.7815,5.852
"GENE0757",4.453,3.3373,3.6886,4.9182,4.5626,2.0304,3.8005,2.614,3.6853,4.4778,3.306,4.1103
"GENE0758",3.4424,3.6405,3.5341,3.1247,3.8435,3.1843,2.827,3.3377,3.2012,3.0527,2.7112,3.2139
"GENE0759",5.7207,4.881,8.2796,6.2355,6.1783,7.0598,5.1455,5.9931,6.3183,3.9487,4.0051,5.9182
"GENE0760",4.5713,3.2656,3.2768,4.6498,3.7986,4.6377,3.0062,2.6461,2.9314,2.7986,4.432,4.1506
"GENE0761",6.7399,7.4048,7.9446,6.8908,8.0249,6.1932,6.1301,4.8465,8.0596,6.0605,6.5993,5.9433
"GENE0762",6.062,6.6558,5.8333,6.7692,5.1725,6.4304,5.0914,7.4732,5.3728,6.5565,5.4914,6.3709
"GENE0763",4.2678,4.3739,4.7313,5.3213,3.9946,3.8275,4.1477,4.5513,3.4962,3.7582,3.678,4.036
"GENE0764",8.1759,9.6403,9.7576,9.1977,8.7815,9.3893,10.0735,8.9129,8.7663,9.0351,9.7937,8.721
"GENE0765",4.6143,8.2289,5.5672,4.659,4.9406,7.2102,2.7467,5.9735,6.1514,6.2124,7.6737,4.1384
"GENE0766",8.5178,8.7001,8.1189,8.1267,9.0734,8.9168,8.7248,8.6072,8.6766,8.3614,9.0356,8.99
"GENE0767",6.5994,5.1648,6.739,5.3119,5.5681,5.8533,4.7478,5.1407,5.3677,5.6927,6.0638,5.0787
"GENE0768",6.7167,5.0222,4.3051,4.934,6.3799,4.4722,5.5296,5.8234,6.2501,6.3001,6.2521,4.9191
"GENE0769",6.8357,6.2965,6.3647,6.7884,7.1908,7.0345,6.5881,6.1386,6.4807,6.3251,6.0767,5.9803
"GENE0770",8.2711,7.6964,8.4738,7.7784,8.4879,7.9733,7.5093,7.8615,8.8073,7.9251,8.0429,8.056
"GENE0771",10.5004,11.2755,12.1785,13.0997,11.7562,13.2515,11.0832,11.3547,10.3662,12.7339,11.2777,12.5932
"GENE0772",3.254,3.3767,3.6227,4.0065,3.5217,3.3553,6.804,6.5436,6.9213,6.8611,6.9729,6.3001
"GENE0773",5.5069,4.9871,6.5981,4.7897,6.0083,6.0106,6.0299,5.9167,5.9851,5.566,6.5226,5.7092
"GENE0774",8.1255,9.2788,9.6668,9.1454,7.4918,9.1123,8.361,7.9257,8.4219,7.4975,6.3723,6.9575
"GENE0775",6.6226,6.1062,6.992,5.4316,6.7058,5.9396,6.7956,5.6758,6.5366,6.0967,7.2542,5.6221
"GENE0776",4.7046,5.7175,5.8304,6.1679,4.93,4.6236,4.9421,5.5589,4.9956,5.2974,4.5575,6.3145
"GENE0777",2.6136,4.2824,3.3699,3.0131,3.4532,2.3317,2.8469,3.1711,4.3297,3.06,4.4243,4.5077
"GENE0778",5.27,6.2308,5.9567,4.8644,5.591,4.789,4.8835,5.9666,5.5621,6.2781,5.7152,5.0928
"GENE0779",6.1299,5.3079,6.2303,5.1666,4.713,4.8593,5.7747,4.8456,5.0088,4.9784,5.9903,5.5489
"GENE0780",7.061,6.5758,5.2544,5.6906,5.0998,5.5045,6.2274,6.547,6.332,5.7797,5.3242,6.6283
"GENE0781",8.5044,9.6871,9.5452,8.8488,9.603,9.7771,9.0955,8.1666,9.0952,7.9571,9.528,9.3698
"GENE0782",5.3176,5.4692,5.1403,5.5123,4.4553,5.2456,4.9136,4.6418,4.7509,5.0089,4.4477,4.894
"GENE0783",3.4812,3.4702,1.5629,4.0629,2.7017,3.8091,2.3129,3.2674,2.4175,3.4199,3.0396,3.6553
"GENE0784",6.4679,6.6476,7.3364,6.4571,6.5733,7.0499,6.5227,7.3909,6.6146,7.0779,6.025,6.8808
"GENE0785",5.829,7.6515,4.8752,7.6009,5.6359,7.8605,8.457,8.6229,7.5038,9.0241,8.7602,9.0271
"GENE0786",5.6778,5.3041,5.8515,5.2277,5.7438,5.3094,5.8465,5.3658,5.8578,5.6391,5.4527,5.0638
"GENE0787",7.6342,7.8173,7.078,7.1944,6.0063,8.1407,7.1667,7.4708,7.3587,8.7765,6.811,7.9188
"GENE0788",1.0681,0.5058,-0.4006,0.7257,-0.0745,0.1546,0.2751,-0.38,2.0618,0.8051,0.7527,0.4635
"GENE0789",3.9782,5.0554,5.1917,5.8385,4.6169,5.3843,3.9236,4.5209,4.6379,4.1421,4.3578,4.3934
"GENE0790",6.53,3.7009,5.3478,4.8875,5.0824,5.2786,5.995,6.3338,4.4891,5.8573,5.5466,7.8298
"GENE0791",7.5097,5.6245,8.2091,7.3963,5.1918,9.997,5.237,6.7188,6.4645,5.6637,4.9217,5.7811
"GENE0792",5.047,4.167,5.6803,5.2112,7.7103,5.7321,5.9202,3.9391,6.9702,5.8382,6.2834,6.2953
"GENE0793",4.0945,3.5378,3.888,3.1418,4.0152,4.3846,3.8652,4.8278,5.2929,4.7487,4.379,3.4656
"GENE0794",8.5985,4.8093,6.8399,6.9678,6.1115,7.2328,6.8269,7.2877,6.2801,6.4785,6.8,6.7366
"GENE0795",6.06,7.5661,6.4139,5.9659,5.1598,6.562,6.1322,6.6346,5.7763,7.4024,6.5679,6.4917
"GENE0796",5.6286,5.8421,6.9809,4.7371,5.9589,6.5536,5.4318,5.6347,6.89,7.002,5.1991,7.0823
"GENE0797",7.46,8.1072,9.0847,7.2856,7.3808,8.0267,8.7174,8.0018,8.523,8.7288,8.1443,8.8917
"GENE0798",3.5048,3.3552,5.4391,4.1671,4.9873,4.0817,3.5368,3.1605,1.008,1.4632,3.6829,4.0228
"GENE0799",3.1881,3.2657,3.4107,3.2145,3.3071,2.5846,3.0883,3.1235,3.2621,3.0578,3.2936,3.5736
"GENE0800",6.3964,1.9096,2.9275,3.9336,4.6631,2.0862,4.8543,3.0065,3.3239,2.4871,4.0849,1.783
"GENE0801",3.8541,3.4483,4.433,4.3649,3.7437,3.2848,4.0348,4.3891,3.602,3.7065,4.1854,3.5409
"GENE0802",3.8304,4.6445,3.8109,3.9028,2.5218,3.734,3.5796,4.7333,4.0007,4.4805,3.9576,5.0108
"GENE0803",5.3547,6.5344,6.2833,5.8994,5.4778,6.4196,5.7465,6.8498,5.7919,5.5348,5.9591,6.4232
"GENE0804",10.838,10.9812,9.285,10.6961,8.5168,11.0227,12.5738,11.8699,11.9867,12.161,11.5972,12.1887
"GENE0805",5.1524,5.6629,6.3228,4.7744,6.9229,6.1149,6.3897,7.1268,4.6965,6.4153,5.8331,4.3001
"GENE0806",6.6761,8.3494,6.2609,8.0665,7.3832,9.5889,6.8186,9.2648,8.867,9.0002,7.1626,9.3483
"GENE0807",3.0578,3.2282,4.3054,5.3228,3.677,6.6165,3.7763,5.995,6.29,4.9272,3.2697,4.6503
"GENE0808",5.4034,4.8963,4.5956,4.9665,5.6822,5.9523,2.316,1.8318,2.9981,2.4352,1.8942,2.7532
"GENE0809",6.2079,7.7459,7.2667,7.5379,5.5523,7.7441,7.5362,8.6442,9.7635,8.4756,7.4032,8.3079
"GENE0810",5.8055,6.9633,5.9987,4.3112,5.9272,5.216,5.4975,5.2652,5.2567,5.4962,4.4251,5.5327
"GENE0811",7.99,6.7693,7.0394,6.3856,6.864,6.6543,7.3361,7.1887,7.2159,7.0654,7.5965,6.6531
"GENE0812",8.3568,7.1949,7.9333,7.6282,8.4544,8.01,7.3908,8.0309,7.1186,6.4915,7.5546,7.633
"GENE0813",4.9604,4.466,4.2798,2.9566,2.8295,5.6409,4.5192,4.5242,4.504,4.6468,4.2899,5.5368
"GENE0814",4.5017,4.0885,4.3554,4.4052,4.6491,5.1408,5.1172,4.7518,4.1351,4.6085,4.5398,4.3117
"GENE0815",10.8242,10.4021,10.7439,10.3327,10.015,10.9444,11.1273,10.7842,10.412,11.0374,11.4126,11.0434
"GENE0816",5.5988,6.41,5.4578,4.9617,5.894,5.5808,5.887,6.0243,5.5161,5.4506,5.673,6.2668
"GENE0817",6.8716,5.6727,6.4613,5.2914,5.0509,6.2073,6.3499,6.3034,5.5504,5.1436,5.97,6.0165
"GENE0818",6.3767,5.4712,6.7691,7.7329,5.1278,5.6455,6.0561,6.7592,6.8666,6.5063,6.7358,6.1041
"GENE0819",5.221,5.1461,4.5819,5.1345,4.8284,4.649,4.944,4.9625,4.3567,5.0717,4.6365,4.3894
"GENE0820",4.8926,4.2274,4.0684,3.0765,4.1051,3.8692,4.8866,4.2245,4.7837,3.9855,4.1758,4.2282
"GENE0821",3.8171,3.314,3.8154,3.602,3.8353,2.8045,3.354,3.7648,3.6508,3.1984,4.1875,2.9317
"GENE0822",10.5179,7.2471,7.1461,7.4844,6.674,6.9755,8.9785,7.9044,7.4978,7.0935,7.3213,6.6479
"GENE0823",4.1451,4.1961,3.329,4.1251,3.9971,3.5299,3.5876,4.5357,4.4116,2.7984,4.7982,3.6716
"GENE0824",7.0111,7.2907,7.2966,7.6362,8.0005,7.0237,10.5379,11.6503,10.6178,11.0692,10.6452,10.4018
"GENE0825",8.3238,8.6215,8.9644,8.4256,8.6565,10.2495,9.6172,8.6597,10.5088,8.5511,9.1407,7.7666
"GENE0826",7.6756,8.5802,7.994,9.849,8.0493,8.5543,7.862,8.7864,8.6754,7.8715,7.7616,8.5559
"GENE0827",5.1702,5.9868,4.7781,6.2879,6.5809,5.7664,6.2908,6.1098,5.5859,5.4586,4.8263,5.6632
"GENE0828",5.4135,3.8406,4.1023,4.9167,5.1483,3.7936,4.9518,4.0561,5.8442,4.3752,5.0508,3.8832
"GENE0829",4.4736,4.3686,2.5509,4.1905,2.5394,4.8855,4.0528,4.6673,5.1141,4.4764,3.7076,5.8927
"GENE0830",5.2321,6.5814,5.9277,6.4405,6.1766,6.3753,6.2428,8.0805,6.8749,7.3336,7.0163,7.3565
"GENE0831",5.3656,5.7327,6.779,5.3921,5.3977,7.4586,4.8636,5.3148,5.3751,5.6725,5.6231,6.7874
"GENE0832",6.0251,6.4224,5.6269,6.9492,6.6897,7.2,5.9172,6.5094,6.0648,6.9413,6.8877,6.9062
"GENE0833",4.5624,4.8665,4.6107,4.079,4.819,4.0003,4.33,3.6828,4.8967,3.7976,4.5737,3.4896
"GENE0834",6.4804,7.4848,5.9811,7,6.2668,7.3206,6.7685,5.5953,6.2756,6.37,6.2968,4.6895
"GENE0835",7.524,7.6851,7.5721,8.6616,7.3897,7.875,7.4163,7.5248,7.7172,7.7946,7.1019,7.4881
"GENE0836",8.4604,8.1738,7.6211,8.8484,9.2874,9.5006,7.3052,7.3908,9.1657,8.2747,8.5329,7.2901
"GENE0837",10.5904,10.5411,10.2765,10.2911,10.2282,10.5841,10.7806,10.6127,9.9304,11.385,10.029,10.6974
"GENE0838",6.8404,6.625,6.4084,5.5961,6.3416,6.1744,6.2589,6.3519,5.6406,5.8292,6.617,6.8532
"GENE0839",5.087,3.7565,4.8935,4.7045,5.2097,4.0508,5.5611,4.4368,5.7195,4.3158,5.1541,4.2906
"GENE0840",5.9021,6.2259,5.3372,5.5011,6.7347,5.407,5.6995,6.0026,5.1811,6.1764,5.0415,5.3516
"GENE0841",1.8294,2.6883,3.5782,1.6333,2.2569,2.5304,3.6415,2.365,2.913,3.0166,2.8118,2.0071
"GENE0842",7.5745,5.9021,6.9507,5.5774,7.3599,6.8404,6.6455,5.9151,6.5998,6.1463,6.5935,5.4959
"GENE0843",6.3134,5.5342,5.065,4.1576,5.9598,3.6521,5.4162,6.2213,6.0592,3.7043,4.7629,4.0769
"GENE0844",6.7634,7.0482,7.4994,6.4941,6.0665,6.6844,7.316,7.2519,6.3466,6.4526,7.15,6.9112
"GENE0845",6.0768,5.5779,4.6254,5.6309,6.1331,5.3988,6.1455,5.2224,3.9223,5.4269,6.103,6.4657
"GENE0846",3.0572,3.1598,3.0763,2.7197,4.0197,3.0096,2.5867,3.2972,3.8639,3.0734,4.196,2.4387
"GENE0847",6.6172,6.0537,6.8873,5.1523,5.5353,5.7977,5.4904,6.0864,5.9188,6.6823,5.6861,6.1329
"GENE0848",2.7546,3.5537,2.712,3.3669,3.3588,3.9932,1.9812,2.1011,1.5836,1.6821,1.5202,1.9102
"GENE0849",7.0058,7.982,6.8753,6.5552,8.4896,7.441,8.0126,7.1662,7.1288,8.2526,7.67,8.3499
"GENE0850",1.2113,-1.2183,2.0635,1.1047,3.8542,1.1754,2.5186,1.4436,2.9423,2.2396,1.9594,0.6625
"GENE0851",6.0426,6.5425,5.8449,6.2998,3.8693,6.7294,4.9341,6.5311,4.2425,7.207,6.239,6.1841
"GENE0852",6.0007,8.5033,5.9894,7.9059,8.2716,7.7857,6.2399,8.296,7.2241,5.9554,5.6283,7.2907
"GENE0853",3.1486,3.1627,2.8232,3.7091,3.2611,3.6759,1.5537,1.9929,2.0393,3.5664,2.1172,2.3229
"GENE0854",10.0391,9.8775,7.6173,8.2786,7.4719,10.8528,9.4111,9.1827,8.0986,9.7841,8.6059,9.7453
"GENE0855",3.8468,4.409,4.4729,4.602,3.5601,3.6192,3.6937,4.0481,4.9912,5.1352,4.0097,4.2162
"GENE0856",5.9745,4.7413,5.4137,4.4014,4.7591,4.8658,2.8515,3.202,3.1611,3.6196,3.1155,3.4838
"GENE0857",5.8896,7.3954,6.0879,5.7994,5.2576,5.0992,7.2617,6.7075,7.1649,6.4571,5.6769,6.93
"GENE0858",4.2828,3.1277,6.4654,3.3573,6.1084,5.5329,5.9192,5.3778,5.5887,6.3103,5.0921,5.2308
"GENE0859",4.3703,4.5891,3.6972,4.889,3.5505,4.2008,3.838,4.8738,3.4846,4.9136,3.498,4.4504
"GENE0860",6.4572,7.2427,6.9771,6.7461,5.8668,7.6825,6.8148,8.0516,6.6369,8.1571,5.9859,7.9868
"GENE0861",5.6104,6.7095,4.3063,4.09,6.5911,4.2378,5.2191,3.4865,3.5976,3.2128,5.2812,4.4512
"GENE0862",7.0944,7.3966,6.9284,7.6509,6.9305,6.8791,7.6135,7.9285,6.913,7.1683,6.5299,6.8644
"GENE0863",4.515,5.2942,5.0066,4.2485,4.2377,5.7262,5.4184,4.841,5.5984,4.3333,4.6274,4.7069
"GENE0864",3.905,2.9611,3.4616,4.1024,4.4083,3.3306,4.0636,3.785,4.636,3.255,4.782,3.3882
"GENE0865",6.0496,6.7716,5.9455,6.5252,5.7707,6.6221,6.2931,5.7676,5.5909,5.8504,5.9005,5.8965
"GENE0866",7.0255,5.6377,8.1145,7.4582,6.5927,6.1581,6.3292,7.7643,6.0446,6.8177,6.769,7.6861
"GENE0867",5.3896,7.3909,6.9929,6.1431,7.0236,5.814,6.3987,6.9062,6.2707,6.0265,6.042,6.9725
"GENE0868",5.128,5.3285,6.51,4.6381,5.6483,6.2353,6.4111,5.3598,4.7196,4.697,6.1748,5.0646
"GENE0869",1.2724,2.4788,1.9676,2.3771,2.2345,1.7098,1.4592,3.6936,1.4099,1.5777,1.555,2.1091
"GENE0870",9.183,7.4839,8.722,8.3645,8.5821,8.3382,9.6356,7.7349,8.2205,9.5613,9.4301,8.9817
"GENE0871",6.4612,5.8404,6.3997,5.8572,6.3079,5.8867,6.2755,5.9768,6.2847,6.1512,4.9953,5.0254
"GENE0872",4.4491,4.6441,3.8812,3.7494,4.3175,4.0491,4.3609,4.686,4.5603,4.064,4.8104,4.3196
"GENE0873",5.6084,5.4407,5.612,5.6806,5.1729,5.0707,5.7295,5.7392,5.5783,5.7225,6.0195,5.3556
"GENE0874",7.4442,7.233,6.2079,6.1665,6.2101,7.0423,7.0966,6.3278,6.8811,7.1716,7.1693,6.6187
"GENE0875",2.9609,3.8196,3.4027,3.1497,2.6963,3.6088,3.4185,3.1798,2.8835,3.1662,3.055,3.5099
"GENE0876",7.9256,8.3786,7.0091,8.2314,6.2005,8.0933,8.6333,6.9656,7.3536,8.5039,8.3405,7.7396
"GENE0877",6.7559,7.0986,6.4235,6.0188,6.1514,7.4779,7.6384,7.4444,6.0387,6.7392,6.2319,6.7282
"GENE0878",8.1328,7.3185,7.7091,9.1412,8.1646,6.9906,7.1889,9.1604,7.8258,8.3512,8.6433,8.1493
"GENE0879",6.608,8.4805,7.9054,9.1208,8.6347,7.3356,8.5086,9.5624,7.9448,9.1443,7.7994,8.8754
"GENE0880",5.9034,4.6395,5.6137,4.0971,5.6322,3.4844,6.0371,4.0057,4.6066,4.9823,4.8915,4.6031
"GENE0881",5.4354,5.377,5.5596,4.9742,4.8215,5.8589,5.5892,4.9073,4.5451,4.5652,5.8694,4.8423
"GENE0882",3.6775,3.9246,3.4511,3.0162,5.2181,4.1455,3.1678,5.6628,4.1562,3.0846,3.7202,4.4993
"GENE0883",4.9126,5.8596,6.0337,4.4645,5.3915,4.8576,5.5578,4.7145,5.7763,4.6811,4.9696,4.7305
"GENE0884",8.7879,8.9466,8.2368,8.1829,7.2227,9.5832,9.1155,9.1069,8.5135,8.8059,7.2627,8.5575
"GENE0885",9.2701,10.0002,8.9271,9.3726,10.2602,9.4035,7.731,7.9503,8.4656,9.8074,8.6309,9.6599
"GENE0886",7.775,7.9266,8.4122,8.2017,8.1599,6.7512,6.9253,7.9134,7.4865,6.9198,8.0096,6.8726
"GENE0887",1.4544,3.2552,1.9826,0.3813,1.373,3.3223,2.6398,2.1345,1.1953,2.1549,0.9762,3.1401
"GENE0888",7.64,7.1912,8.2712,7.5639,8.4526,6.442,6.7894,7.3732,7.2697,6.3456,6.5731,6.8741
"GENE0889",9.3442,8.1863,8.6036,6.979,8.588,7.4327,7.7735,8.1642,7.3099,7.4807,8.0166,7.8829
"GENE0890",7.8412,6.9306,6.9866,6.6407,6.5879,6.8898,7.1426,7.1089,6.8536,6.3869,7.4798,7.6913
"GENE0891",5.2487,3.3339,5.3715,4.2394,3.5448,4.7049,3.5822,5.0663,4.2728,3.0713,4.1731,4.2859
"GENE0892",7.7133,7.7837,8.3522,8.0657,8.266,8.8064,8.0922,8.5888,8.0048,8.1173,7.819,7.694
"GENE0893",8.2746,8.2292,8.1447,6.7452,6.9495,6.3541,4.7838,6.4406,5.9027,5.1136,7.627,5.7206
"GENE0894",7.3332,8.3388,7.105,7.4052,7.3423,8.906,7.8765,7.5399,7.7251,8.457,7.5359,7.8185
"GENE0895",5.0129,5.7032,4.6233,5.6233,5.8063,5.72,7.4673,6.7938,5.378,6.7313,6.2964,5.0746
"GENE0896",8.1101,7.1627,7.5739,8.4223,8.168,7.8534,8.4817,7.0142,7.6322,7.6853,7.5007,7.4284
"GENE0897",6.9958,6.6148,7.2951,7.0632,5.7572,5.4192,7.4505,8.4148,7.2689,8.5775,7.4157,7.1914
"GENE0898",5.7101,5.2384,5.4718,4.8357,4.9374,3.8538,6.0069,4.3668,5.6149,5.3765,6.1967,4.6765
"GENE0899",8.0342,9.4184,9.0826,10.3943,9.3189,9.0674,9.1064,8.6619,10.3549,7.3132,8.6516,9.6198
"GENE0900",8.1048,7.031,8.1415,7.4434,8.0165,8.9223,6.5415,8.8015,7.1553,8.023,5.9194,8.1523
"GENE0901",0.2391,0.3883,0.4138,-0.2997,-0.2994,-0.4507,-0.0792,-0.7378,0.3382,0.2424,0.1508,0.1013
"GENE0902",4.96,5.2563,5.5779,5.1428,5.0476,5.4096,5.6301,4.9804,5.288,4.8285,5.5483,5.526
"GENE0903",3.2089,4.241,2.9019,3.4492,3.26,2.9502,2.8054,2.5461,2.8971,3.7235,2.8004,2.3112
"GENE0904",6.3172,6.7887,6.2487,5.6431,9.2717,5.7475,6.6551,6.7545,7.544,6.922,7.3244,6.8339
"GENE0905",5.2687,5.6591,5.5989,3.7962,5.1094,4.3182,4.7268,4.5122,5.0326,4.3415,4.5887,3.969
"GENE0906",7.6449,7.1106,7.6988,7.6776,7.7547,6.646,6.4535,7.1798,7.615,8.3071,8.9734,6.4372
"GENE0907",7.171,7.0762,6.8911,7.5203,6.8639,6.7651,10.5178,10.5251,11.0779,10.0313,10.37,11.0447
"GENE0908",6.8969,5.9469,6.7736,6.6246,7.2676,5.0662,6.6517,4.9873,6.3054,6.94,6.1542,5.0834
"GENE0909",6.5441,7.5164,6.8235,6.5739,6.2729,7.2444,6.0992,5.8572,6.123,6.5408,6.0682,7.4395
"GENE0910",6.3684,4.4599,4.9669,4.5426,4.8216,4.482,4.969,3.5752,5.6901,4.0207,5.9051,4.3416
"GENE0911",4.9637,7.4168,7.3893,7.1197,6.8188,7.0451,4.1968,6.1758,4.6405,4.1727,8.1309,6.2717
"GENE0912",4.5653,3.3406,4.5542,3.5295,3.6423,3.0291,3.8514,3.6462,4.1295,3.3186,3.71,4.0045
"GENE0913",6.8204,7.9527,8.5181,5.6092,6.4657,8.1728,7.2749,7.4534,6.997,6.3486,7.4124,6.3078
"GENE0914",5.2029,4.9378,5.346,5.6687,5.4778,5.6052,4.9261,6.4463,5.2739,5.8432,5.2673,4.945
"GENE0915",4.8662,5.4198,5.1728,5.3317,3.5273,4.3938,1.6978,3.9729,2.832,2.2464,1.5804,1.4934
"GENE0916",5.9304,5.2163,4.7353,5.4588,6.5096,4.3907,7.6031,6.2865,6.7211,6.1625,5.3346,4.1584
"GENE0917",10.7055,9.913,10.5185,9.8213,10.1641,9.8725,10.004,9.946,9.1301,9.5013,8.981,9.9431
"GENE0918",1.9374,2.9514,2.6224,2.6671,2.2299,3.0162,2.3359,3.1796,2.0107,2.6879,2.4113,2.7031
"GENE0919",5.1625,5.486,5.3421,5.3808,5.1971,5.8476,4.7126,5.3488,5.6634,5.5671,5.1514,5.2465
"GENE0920",6.0231,6.2856,5.9995,6.0085,5.9397,5.5857,6.6504,6.5543,5.6847,5.5676,6.5397,5.6094
"GENE0921",5.6018,4.9339,6.4107,5.8854,4.8688,5.2479,4.1915,4.5612,4.184,5.8477,3.7973,3.3249
"GENE0922",6.0033,5.096,5.2325,4.6803,4.7642,4.3439,5.1664,3.6077,4.167,4.4933,4.813,5.0529
"GENE0923",6.3592,6.192,6.3555,6.4357,6.7278,6.8932,6.4771,6.9946,6.7142,6.7911,7.5351,7.3618
"GENE0924",5.8707,3.6687,5.6048,8.9745,6.5298,6.5424,5.9512,5.0122,6.3324,6.843,7.4395,5.9509
"GENE0925",4.5906,5.5716,4.1555,4.9158,3.1954,4.7538,4.9864,4.7612,4.5899,5.4036,4.9002,4.6746
"GENE0926",8.0108,6.1429,6.9117,7.0506,7.0421,7.7033,7.1192,7.8855,7.0703,7.0139,6.8261,7.1424
"GENE0927",5.4924,5.7701,7.6764,6.8641,5.9962,5.8194,6.6481,5.9775,6.7184,5.8682,6.5859,5.6032
"GENE0928",7.8353,4.7417,8.339,6.0796,7.1031,6.1118,8.1165,7.6957,6.9509,7.1646,6.7118,5.4664
"GENE0929",3.0794,3.9933,3.5774,2.8747,3.1298,2.9908,3.4984,3.1853,3.1449,3.4309,3.8147,3.9901
