"gene","logFC","AveExpr","pvalue","padj"
"ENSG00000095066",-0.3295,8.6259,0.0295,0.1074
"ENSG00000095139",0.1841,12.1444,0.01695,0.06952
"ENSG00000095203",-0.1026,8.0271,0.6308,0.821
"ENSG00000095209",-0.2979,8.5441,0.05765,0.1788
"ENSG00000095261",-0.1677,10.1925,0.08556,0.2375
"ENSG00000095303",0.6442,10.6139,3.265e-05,0.000324
"ENSG00000095319",-0.3066,10.2036,0.001131,0.00741
"ENSG00000095321",0.156,10.7448,0.1137,0.2916
"ENSG00000095380",0.3684,9.0563,0.002161,0.01289
"ENSG00000095383",0.5228,8.8349,0.0002011,0.001638
"ENSG00000095397",-0.7729,8.1692,4.02e-05,0.0003917
"ENSG00000095464",0.9658,7.0252,0.2596,0.5039
"ENSG00000095485",0.2676,8.6578,0.06312,0.1909
"ENSG00000095539",0.2118,8.1849,0.2675,0.5122
"ENSG00000095564",0.1582,10.8042,0.06647,0.1981
"ENSG00000095574",-0.0337,9.0794,0.8077,0.9178
"ENSG00000095585",-2.5554,7.2857,3.556e-06,4.379e-05
"ENSG00000095637",1.8976,7.5947,1.562e-09,3.374e-08
"ENSG00000095739",0.4301,8.1229,0.1439,0.3445
"ENSG00000095752",0.1232,7.7242,0.6445,0.8294
"ENSG00000095787",0.1256,11.354,0.1933,0.4184
"ENSG00000095794",-0.1935,8.744,0.2212,0.4542
"ENSG00000095906",0.0295,9.4241,0.7968,0.9128
"ENSG00000095951",-0.513,9.3602,0.0001886,0.001551
"ENSG00000096060",4.0467,10.6024,7.142e-28,9.006e-26
"ENSG00000096063",0.2502,9.807,0.01222,0.0538
"ENSG00000096070",0.0896,10.2216,0.3958,0.6415
"ENSG00000096080",-0.1297,8.1643,0.5183,0.7415
"ENSG00000096092",0.4045,9.2374,0.0009986,0.006669
"ENSG00000096093",-0.0471,9.7102,0.6795,0.8494
"ENSG00000096384",-0.37,13.39,1.071e-06,1.44e-05
"ENSG00000096401",0.1742,10.2594,0.0991,0.2638
"ENSG00000096433",0.1359,11.2154,0.2178,0.45
"ENSG00000096654",-0.6337,8.3814,0.000178,0.00147
"ENSG00000096696",0.7053,8.192,0.008773,0.04138
"ENSG00000096717",0.1861,9.4788,0.1269,0.3152
"ENSG00000096746",0.0112,10.62,0.8997,0.959
"ENSG00000096872",-0.0164,8.8923,0.9054,0.9613
"ENSG00000096968",0.7804,9.7841,1.545e-06,2.033e-05
"ENSG00000097007",-0.1148,12.5661,0.263,0.5075
"ENSG00000097021",-0.0419,9.478,0.7219,0.8748
"ENSG00000097033",0.4058,11.7289,8.223e-05,0.0007418
"ENSG00000097046",-0.2962,7.7194,0.2594,0.5039
"ENSG00000097096",1.3055,8.5239,1.16e-12,3.632e-11
"ENSG00000099139",-0.5292,9.1641,0.0001329,0.001138
"ENSG00000099194",-1.9919,9.6663,1.574e-24,1.534e-22
"ENSG00000099203",-0.2141,8.0963,0.2699,0.5152
"ENSG00000099204",1.4273,9.9049,3.453e-26,3.892e-24
"ENSG00000099219",0.3228,9.6148,0.007514,0.03664
"ENSG00000099246",0.1575,10.7947,0.08018,0.2264
"ENSG00000099250",-0.1683,12.5479,0.07911,0.2244
"ENSG00000099251",-0.0618,7.6342,0.8432,0.9348
"ENSG00000099256",-0.4241,9.1142,0.001579,0.009841
"ENSG00000099260",-0.9592,8.1675,1.79e-05,0.00019
"ENSG00000099284",-0.3325,9.174,0.01562,0.06524
"ENSG00000099290",0.1259,12.6018,0.31,0.5588
"ENSG00000099308",0.3551,9.1512,0.009176,0.04298
"ENSG00000099326",-0.405,8.969,0.00386,0.02094
"ENSG00000099330",0.3154,8.4592,0.04582,0.1505
"ENSG00000099331",-0.126,11.3238,0.1885,0.4118
"ENSG00000099337",2.7183,9.149,6.88e-51,2.585e-48
"ENSG00000099338",0.7918,7.1299,0.2624,0.507
"ENSG00000099341",0.3205,10.967,0.0001997,0.00163
"ENSG00000099364",0.0151,8.8795,0.9118,0.9635
"ENSG00000099365",-0.6718,7.9671,0.001469,0.009266
"ENSG00000099377",0.1289,8.8501,0.3494,0.597
"ENSG00000099381",-0.027,9.5488,0.8012,0.915
"ENSG00000099385",0.0086,8.8336,0.9497,0.9795
"ENSG00000099622",-0.3375,11.5611,4.355e-05,0.0004195
"ENSG00000099624",0.0827,9.563,0.4923,0.7231
"ENSG00000099625",0.3222,7.8768,0.1646,0.3778
"ENSG00000099725",-0.5059,8.4474,0.004003,0.02163
"ENSG00000099783",0.2153,11.5297,0.007887,0.038
"ENSG00000099785",0.4713,9.2739,0.0003648,0.002772
"ENSG00000099795",-0.0295,9.654,0.8509,0.9382
"ENSG00000099797",-0.0395,9.6387,0.727,0.8778
"ENSG00000099800",0.1649,9.281,0.1948,0.4202
"ENSG00000099804",0.0113,9.6925,0.9206,0.967
"ENSG00000099810",0.2028,9.1289,0.1078,0.2807
"ENSG00000099814",-0.0428,10.0736,0.698,0.8613
"ENSG00000099817",-0.0296,11.332,0.7317,0.88
"ENSG00000099821",0.2658,9.381,0.01888,0.07585
"ENSG00000099822",0.4572,7.5737,0.1678,0.3818
"ENSG00000099834",-0.4572,7.0457,0.5645,0.7757
"ENSG00000099840",0.9959,7.5619,0.002367,0.0139
"ENSG00000099849",1.2303,7.6046,6.079e-05,0.0005645
"ENSG00000099860",1.4711,9.0409,2.015e-17,1.023e-15
"ENSG00000099864",0.0057,10.9389,0.9532,0.9815
"ENSG00000099866",0.3472,7.1682,0.5417,0.7596
"ENSG00000099869",0.8628,7.3449,0.048,0.1558
"ENSG00000099875",0.3098,10.7666,0.02566,0.09679
"ENSG00000099889",-0.3178,8.5735,0.05091,0.1626
"ENSG00000099899",-0.1322,9.1717,0.2579,0.502
"ENSG00000099901",-0.0594,9.523,0.6265,0.818
"ENSG00000099904",0.2992,10.3388,0.003383,0.0187
"ENSG00000099910",-0.0874,9.4181,0.4536,0.6919
"ENSG00000099917",0.0671,10.9846,0.45,0.6893
"ENSG00000099940",-0.1279,9.9456,0.2174,0.4496
"ENSG00000099942",0.0457,10.6879,0.6417,0.8277
"ENSG00000099949",0.2573,10.7757,0.01585,0.0661
"ENSG00000099953",-0.6024,8.3477,0.0004845,0.003554
"ENSG00000099956",-0.2688,10.0596,0.004818,0.02534
"ENSG00000099957",-0.7853,7.7926,0.005065,0.02642
"ENSG00000099960",-0.156,7.1262,0.8179,0.9227
"ENSG00000099968",0.0111,10.5975,0.9048,0.9612
"ENSG00000099974",0.4295,8.7684,0.008221,0.03929
"ENSG00000099977",0.4044,8.8061,0.01001,0.046
"ENSG00000099984",0.2711,8.6131,0.1145,0.2932
"ENSG00000099991",0.1067,10.8282,0.4472,0.6869
"ENSG00000099992",0.2894,8.5408,0.08386,0.234
"ENSG00000099994",0.721,7.7795,0.007685,0.03727
"ENSG00000099995",0.19,11.0492,0.04646,0.1523
"ENSG00000099998",2.3809,9.0369,3.678e-36,6.439e-34
"ENSG00000099999",0.115,8.8656,0.3714,0.618
"ENSG00000100003",0.5512,8.4321,0.000616,0.004399
"ENSG00000100014",0.489,10.0557,3.229e-07,4.836e-06
"ENSG00000100023",-0.131,9.9462,0.2818,0.5291
"ENSG00000100024",1.8116,6.9604,0.1746,0.392
"ENSG00000100027",0.2183,7.7618,0.5011,0.7291
"ENSG00000100028",-0.0751,9.9149,0.4783,0.712
"ENSG00000100029",0.1473,10.3949,0.1211,0.3046
"ENSG00000100030",0.0591,11.7097,0.4797,0.7128
"ENSG00000100031",-0.058,7.6422,0.8494,0.9375
"ENSG00000100033",4.8899,7.5261,5.603e-21,4.091e-19
"ENSG00000100034",-0.3511,10.2472,0.0002304,0.001849
"ENSG00000100036",0.4403,8.0383,0.03814,0.1308
"ENSG00000100038",0.1756,9.1217,0.1577,0.3668
"ENSG00000100056",0.0539,8.9809,0.6675,0.8426
"ENSG00000100058",-0.2039,8.5111,0.2749,0.5206
"ENSG00000100065",-0.4458,7.8798,0.07987,0.2259
"ENSG00000100068",-0.0414,7.4827,0.9079,0.9618
"ENSG00000100075",0.2641,10.3792,0.01664,0.06852
"ENSG00000100077",-0.224,7.9424,0.3127,0.562
"ENSG00000100079",0.1159,7.2553,0.8156,0.9221
"ENSG00000100083",-0.056,9.841,0.5864,0.791
"ENSG00000100084",0.1309,8.3848,0.4408,0.6821
"ENSG00000100092",-0.9755,7.7235,0.0002638,0.002089
"ENSG00000100097",-0.1771,14.0621,0.0235,0.09029
"ENSG00000100099",-0.3605,9.6922,0.0004385,0.003248
"ENSG00000100100",-0.0017,11.4017,0.9899,0.996
"ENSG00000100101",-0.0776,8.4875,0.6446,0.8294
"ENSG00000100104",-0.0424,8.3797,0.8068,0.9175
"ENSG00000100105",-0.2127,9.1611,0.08104,0.2282
"ENSG00000100106",-0.3071,10.0437,0.003098,0.01742
"ENSG00000100109",0.0153,9.4868,0.8987,0.9587
"ENSG00000100116",0.7753,8.1967,1.867e-05,0.0001974
"ENSG00000100121",0.5088,7.07,0.5097,0.7348
"ENSG00000100124",0.0012,8.6753,0.9938,0.9977
"ENSG00000100129",-0.0907,12.7982,0.2714,0.5166
"ENSG00000100138",0.069,10.4,0.5031,0.7307
"ENSG00000100139",-0.0598,9.791,0.6214,0.8149
"ENSG00000100142",0.255,9.2887,0.03162,0.1134
"ENSG00000100147",-0.4179,7.5937,0.1685,0.3831
"ENSG00000100150",-0.293,8.5939,0.06393,0.1925
"ENSG00000100151",-0.2193,7.8724,0.3831,0.6295
"ENSG00000100154",-0.7769,10.8757,1.066e-16,5.11e-15
"ENSG00000100162",-0.4903,7.0836,0.4958,0.7252
"ENSG00000100167",-1.2684,7.2626,0.02305,0.0889
"ENSG00000100181",-0.3125,8.6409,0.04457,0.1475
"ENSG00000100196",0.1871,10.6635,0.03986,0.1353
"ENSG00000100197",-0.7764,7.2643,0.1185,0.2999
"ENSG00000100201",0.0289,13.5716,0.7191,0.8736
"ENSG00000100206",1.9338,7.511,2.357e-08,4.305e-07
"ENSG00000100207",-0.2197,9.878,0.03897,0.1331
"ENSG00000100209",-0.3857,8.2566,0.02598,0.0977
"ENSG00000100211",-0.1262,8.731,0.4537,0.6919
"ENSG00000100216",-0.0452,9.8514,0.6693,0.8438
"ENSG00000100219",-0.102,10.392,0.4653,0.7009
"ENSG00000100220",-0.0586,10.3549,0.5097,0.7348
"ENSG00000100221",0.3869,10.451,0.001184,0.007686
"ENSG00000100225",0.028,10.8654,0.7659,0.8978
"ENSG00000100226",0.0775,9.7822,0.5465,0.7632
"ENSG00000100227",-0.1391,10.8592,0.09599,0.2575
"ENSG00000100228",-0.1469,8.4081,0.4432,0.6843
"ENSG00000100234",-0.7,15.3648,1.34e-07,2.144e-06
"ENSG00000100239",0.0836,10.4459,0.338,0.5864
"ENSG00000100241",0.1463,11.6731,0.1078,0.2807
"ENSG00000100242",1.8591,10.971,2.425e-51,1.002e-48
"ENSG00000100243",0.2376,13.7196,0.01319,0.05706
"ENSG00000100246",-0.0897,8.7133,0.5642,0.7756
"ENSG00000100258",0.0577,10.6836,0.5391,0.7573
"ENSG00000100263",-0.0688,8.9163,0.6308,0.821
"ENSG00000100266",0.567,10.2119,4.131e-07,6.076e-06
"ENSG00000100271",-0.3039,8.6006,0.0625,0.1896
"ENSG00000100280",-0.1366,10.4745,0.207,0.4362
"ENSG00000100281",0.0076,9.7014,0.9413,0.9755
"ENSG00000100284",0.1313,10.1853,0.2181,0.4503
"ENSG00000100285",0.3477,7.4899,0.315,0.564
"ENSG00000100288",0.0643,7.0898,0.9337,0.9726
"ENSG00000100292",-1.2682,11.1835,2.667e-05,0.0002714
"ENSG00000100294",0.2272,8.5164,0.1497,0.3548
"ENSG00000100296",0.1851,9.8473,0.1443,0.3452
"ENSG00000100297",0.3333,8.672,0.02576,0.09709
"ENSG00000100299",-0.0271,10.1484,0.7771,0.9034
"ENSG00000100300",0.2201,10.9894,0.01843,0.07443
"ENSG00000100302",-2.0035,7.5008,9.405e-06,0.0001061
"ENSG00000100304",0.5531,9.5402,1.455e-06,1.921e-05
"ENSG00000100307",0.2878,9.9746,0.01191,0.05273
"ENSG00000100316",-0.0712,14.9703,0.3512,0.5986
"ENSG00000100319",-0.1819,8.3808,0.2674,0.5122
"ENSG00000100320",-0.3566,12.4644,1.145e-05,0.0001266
"ENSG00000100321",-0.1141,9.7355,0.2945,0.5428
"ENSG00000100324",-0.0672,9.6432,0.522,0.7439
"ENSG00000100325",-0.1183,10.0898,0.2298,0.4657
"ENSG00000100330",-0.172,10.7626,0.04619,0.1515
"ENSG00000100335",0.1923,10.2295,0.0699,0.2054
"ENSG00000100336",-0.7624,7.6208,0.01377,0.05902
"ENSG00000100341",-0.507,7.1163,0.4525,0.6912
"ENSG00000100342",-0.2743,10.1964,0.04264,0.1425
"ENSG00000100344",0.1973,8.0809,0.3492,0.5969
"ENSG00000100345",0.2518,15.3206,0.005733,0.02921
"ENSG00000100347",-0.0052,9.7612,0.9632,0.9857
"ENSG00000100348",-0.0534,10.3772,0.5775,0.7852
"ENSG00000100350",-0.4707,9.5398,4.114e-05,0.0003993
"ENSG00000100353",0.0056,11.8621,0.946,0.9771
"ENSG00000100354",-0.345,10.14,0.000246,0.00196
"ENSG00000100359",0.1028,9.8241,0.3391,0.5877
"ENSG00000100360",-0.4633,9.599,1.505e-05,0.0001624
"ENSG00000100364",-0.36,11.0196,0.0001342,0.001147
"ENSG00000100372",0.1283,8.7158,0.4359,0.6782
"ENSG00000100376",-0.4901,9.8162,0.0001759,0.001455
"ENSG00000100379",0.04,8.915,0.7562,0.893
"ENSG00000100380",-0.2705,12.6444,0.002929,0.01667
"ENSG00000100387",0.1937,8.3592,0.2758,0.5216
"ENSG00000100393",0.159,11.3364,0.07368,0.2132
"ENSG00000100395",-0.1778,8.8995,0.2107,0.4412
"ENSG00000100399",-0.7229,7.3694,0.08797,0.2419
"ENSG00000100401",0.3699,11.0806,5.392e-06,6.426e-05
"ENSG00000100403",0.0281,12.0217,0.7537,0.8918
"ENSG00000100410",0.1557,8.7849,0.243,0.4829
"ENSG00000100412",0.095,10.3367,0.3866,0.6325
"ENSG00000100413",0.0344,9.6464,0.7946,0.9119
"ENSG00000100416",0.1998,9.0547,0.1304,0.3214
"ENSG00000100417",0.2497,9.539,0.0299,0.1085
"ENSG00000100418",0.1302,9.6402,0.2505,0.4926
"ENSG00000100422",0.0899,10.843,0.373,0.6195
"ENSG00000100425",-0.0119,9.826,0.9173,0.9658
"ENSG00000100426",0.1009,8.9025,0.4537,0.6919
"ENSG00000100427",-0.0588,7.2141,0.9108,0.9631
"ENSG00000100429",0.4042,7.3271,0.3459,0.5938
"ENSG00000100439",-0.2194,11.087,0.05838,0.1804
"ENSG00000100441",0.2542,10.446,0.006826,0.03377
"ENSG00000100442",0.0212,9.307,0.8566,0.9408
"ENSG00000100445",-0.2722,8.1678,0.1673,0.3812
"ENSG00000100461",-0.2446,10.1131,0.0192,0.0768
"ENSG00000100462",0.0905,9.0053,0.491,0.7225
"ENSG00000100478",0.1044,7.6834,0.7131,0.8693
"ENSG00000100479",-0.6288,7.3573,0.1795,0.3993
"ENSG00000100483",0.0022,7.8971,0.993,0.9972
"ENSG00000100485",0.4856,10.1247,0.0002672,0.002112
"ENSG00000100490",0.4842,8.807,0.0008455,0.005791
"ENSG00000100503",0.038,10.7842,0.6492,0.8319
"ENSG00000100504",0.1277,10.1717,0.1679,0.382
"ENSG00000100505",-0.3664,7.7051,0.1986,0.4259
"ENSG00000100519",0.009,9.9632,0.9328,0.9726
"ENSG00000100522",0.2408,9.2414,0.05533,0.1729
"ENSG00000100523",-0.2814,9.7756,0.01294,0.05628
"ENSG00000100526",0.2614,7.7558,0.3111,0.5601
"ENSG00000100528",0.434,10.8042,1.009e-05,0.000113
"ENSG00000100532",0.2091,8.5221,0.182,0.4029
"ENSG00000100554",0.213,10.1138,0.02322,0.08938
"ENSG00000100558",0.5749,7.0567,0.4644,0.7001
"ENSG00000100564",0.1234,8.3503,0.4637,0.6996
"ENSG00000100567",0.1054,10.0745,0.3043,0.5535
"ENSG00000100568",0.1238,10.2531,0.1723,0.3889
"ENSG00000100575",-0.2137,8.541,0.2289,0.4649
"ENSG00000100577",-0.3684,8.5572,0.01298,0.05633
"ENSG00000100578",-0.3614,8.92,0.004679,0.0247
"ENSG00000100580",0.2912,9.1479,0.03526,0.1232
"ENSG00000100583",-0.1429,7.27,0.7648,0.8973
"ENSG00000100591",0.1499,10.3178,0.1254,0.3124
"ENSG00000100592",-0.9767,9.8365,3.712e-12,1.094e-10
"ENSG00000100596",0.0541,10.0535,0.6254,0.8174
"ENSG00000100599",-0.3406,9.6593,0.01262,0.05516
"ENSG00000100600",0.4955,10.4123,9.707e-07,1.313e-05
"ENSG00000100601",0.2853,8.3871,0.118,0.299
"ENSG00000100603",-0.0079,10.2214,0.9388,0.9746
"ENSG00000100605",0.4494,9.6158,6.195e-05,0.0005743
"ENSG00000100612",0.1815,9.9848,0.06739,0.2
"ENSG00000100614",0.1976,10.5131,0.07597,0.2179
"ENSG00000100625",-0.2985,9.5723,0.006895,0.03405
"ENSG00000100626",-0.9996,9.262,1.152e-16,5.483e-15
"ENSG00000100628",0.5396,7.6442,0.2797,0.5269
"ENSG00000100629",0.069,7.8003,0.8005,0.9144
"ENSG00000100632",-0.117,10.0184,0.2942,0.5426
"ENSG00000100644",0.556,12.5972,1.873e-07,2.923e-06
"ENSG00000100647",0.6565,9.9907,5.887e-07,8.332e-06
"ENSG00000100650",0.0783,12.3361,0.3539,0.6013
"ENSG00000100664",-0.1114,12.1431,0.1737,0.3909
"ENSG00000100697",0.1722,10.775,0.0611,0.1865
"ENSG00000100711",-0.1227,10.5034,0.171,0.387
"ENSG00000100714",0.3013,9.8794,0.002041,0.01227
"ENSG00000100722",-0.0736,10.3038,0.408,0.6539
"ENSG00000100726",0.1648,9.0601,0.2003,0.4281
"ENSG00000100731",-0.1259,11.3201,0.1152,0.2944
"ENSG00000100739",-1.8803,8.1899,2.723e-12,8.117e-11
"ENSG00000100744",0.0164,9.2036,0.8977,0.9582
"ENSG00000100749",0.1921,7.9347,0.3935,0.6391
"ENSG00000100764",0.0823,10.7726,0.3203,0.5687
"ENSG00000100767",1.0132,8.5552,2.271e-06,2.896e-05
"ENSG00000100784",-2.5069,7.8931,1.066e-21,8.354e-20
"ENSG00000100796",-0.2092,10.3108,0.03817,0.1309
"ENSG00000100802",-0.4133,8.2087,0.02422,0.09238
"ENSG00000100804",-0.0117,10.4065,0.8998,0.959
"ENSG00000100811",0.092,11.2688,0.323,0.5709
"ENSG00000100813",-0.2995,12.1045,0.0007688,0.005334
"ENSG00000100814",0.0391,9.4907,0.7448,0.8874
"ENSG00000100815",-0.0291,10.658,0.7351,0.882
"ENSG00000100823",-0.3271,10.8399,0.001492,0.009373
"ENSG00000100836",-0.0732,10.0722,0.5093,0.7347
"ENSG00000100842",-0.6338,8.647,2.516e-05,0.000258
"ENSG00000100852",0.1024,10.9746,0.2935,0.5419
"ENSG00000100865",-0.1393,9.218,0.2627,0.5073
"ENSG00000100867",1.4036,6.9455,0.2601,0.5042
"ENSG00000100883",0.1134,10.1341,0.2389,0.4778
"ENSG00000100888",-0.0541,10.8813,0.5586,0.7718
"ENSG00000100889",-0.1451,9.0862,0.2952,0.5434
"ENSG00000100897",0.165,10.015,0.08596,0.2382
"ENSG00000100902",-0.2144,7.5576,0.5101,0.7351
"ENSG00000100906",0.7988,9.5231,6.312e-06,7.4e-05
"ENSG00000100908",-0.0095,7.838,0.9721,0.9891
"ENSG00000100911",-0.4075,9.787,0.0002594,0.00206
"ENSG00000100916",0.2789,8.4953,0.1303,0.3214
"ENSG00000100918",-0.6142,7.5603,0.07515,0.2163
"ENSG00000100926",0.1094,7.9751,0.6113,0.8087
"ENSG00000100934",0.0361,11.9507,0.722,0.8748
"ENSG00000100938",0.1367,10.337,0.1581,0.3674
"ENSG00000100941",0.0419,10.8703,0.6283,0.8191
"ENSG00000100949",-0.1033,8.921,0.4181,0.6625
"ENSG00000100968",-0.518,11.9201,3.739e-06,4.574e-05
"ENSG00000100979",-0.3147,12.6761,4.556e-05,0.000437
"ENSG00000100982",-0.0161,9.5024,0.8811,0.9502
"ENSG00000100983",-0.3281,9.6467,0.006536,0.0325
"ENSG00000100991",0.0026,11.2792,0.9752,0.9898
"ENSG00000100994",0.5868,11.6398,4.933e-10,1.129e-08
"ENSG00000100997",0.252,10.5022,0.01537,0.0644
"ENSG00000101000",-0.3205,8.7399,0.04625,0.1516
"ENSG00000101003",-0.124,7.4579,0.7712,0.9003
"ENSG00000101004",-0.586,9.3001,7.46e-06,8.59e-05
"ENSG00000101017",0.7511,8.0529,0.0003604,0.002746
"ENSG00000101019",-0.0138,9.8282,0.8947,0.9565
"ENSG00000101040",-0.2349,9.5224,0.03287,0.1168
"ENSG00000101049",-1.0055,7.137,0.1275,0.3162
"ENSG00000101052",-0.0779,9.952,0.4228,0.6672
"ENSG00000101057",-0.2088,7.0871,0.7886,0.9091
"ENSG00000101079",-0.5241,10.0117,4.647e-07,6.709e-06
"ENSG00000101084",0.3901,7.3825,0.395,0.6409
"ENSG00000101098",-0.9297,7.6506,0.006459,0.03221
"ENSG00000101104",-0.1588,9.0943,0.2833,0.531
"ENSG00000101109",-0.2268,10.0147,0.02941,0.1072
"ENSG00000101115",-1.0521,7.1035,0.1739,0.3912
"ENSG00000101126",-0.2389,10.8362,0.007578,0.03687
"ENSG00000101132",-0.0171,9.1618,0.9114,0.9633
"ENSG00000101134",-0.9104,8.9539,9.898e-08,1.618e-06
"ENSG00000101138",-0.1002,9.527,0.4849,0.717
"ENSG00000101146",-0.1042,9.3431,0.3853,0.6314
"ENSG00000101150",0.3032,11.9636,0.0008277,0.005677
"ENSG00000101152",0.1683,11.0503,0.0668,0.1987
"ENSG00000101158",0.0051,10.015,0.9572,0.9838
"ENSG00000101160",0.1386,11.2376,0.1048,0.2753
"ENSG00000101161",0.0755,11.0572,0.3829,0.6295
"ENSG00000101162",0.3957,7.0407,0.6341,0.8232
"ENSG00000101166",0.1252,9.7034,0.2678,0.5124
"ENSG00000101181",0.0267,9.2236,0.8164,0.9223
"ENSG00000101182",0.2782,10.8229,0.003004,0.01701
"ENSG00000101187",-0.9339,7.1215,0.1544,0.3621
"ENSG00000101189",0.2234,9.1592,0.05324,0.1683
"ENSG00000101190",0.135,9.2523,0.248,0.4895
"ENSG00000101191",0.0118,10.7378,0.8983,0.9586
"ENSG00000101193",0.0264,9.2961,0.8205,0.9238
"ENSG00000101194",-0.1283,7.8548,0.5881,0.792
"ENSG00000101199",-0.0198,10.8026,0.8305,0.9294
"ENSG00000101210",-0.2019,7.3413,0.64,0.8265
"ENSG00000101213",-0.3846,7.0485,0.6456,0.8299
"ENSG00000101216",-0.0293,9.0204,0.8118,0.9199
"ENSG00000101220",0.1677,9.4605,0.198,0.4252
"ENSG00000101222",0.2325,7.0378,0.7789,0.9045
"ENSG00000101224",-0.5843,11.3854,0.0006169,0.004401
"ENSG00000101230",0.7997,7.6598,0.007536,0.03672
"ENSG00000101236",0.4513,11.4416,0.0003625,0.002758
"ENSG00000101246",-0.2744,9.1897,0.0192,0.0768
"ENSG00000101247",0.0465,8.1329,0.8123,0.9202
"ENSG00000101255",-1.111,8.8221,1.241e-12,3.863e-11
"ENSG00000101265",-1.0493,10.6782,5.876e-15,2.403e-13
"ENSG00000101266",-0.0635,10.9686,0.434,0.6763
"ENSG00000101278",0.7911,7.444,0.03046,0.1102
"ENSG00000101290",0.7419,11.1184,3.483e-11,9.01e-10
"ENSG00000101294",0.0611,11.4082,0.4685,0.7038
"ENSG00000101298",-0.2405,8.81,0.1002,0.2658
"ENSG00000101307",0.0632,8.3955,0.7558,0.893
"ENSG00000101310",-0.0464,9.4308,0.6783,0.8489
"ENSG00000101311",-0.4265,7.7121,0.1435,0.3439
"ENSG00000101333",0.6456,9.605,2.508e-05,0.0002575
"ENSG00000101335",0.4324,12.607,6.828e-05,0.0006285
"ENSG00000101337",-0.0549,11.0838,0.5092,0.7347
"ENSG00000101342",4.0877,7.4791,1.4e-17,7.215e-16
"ENSG00000101343",0.1874,9.8172,0.07517,0.2163
"ENSG00000101346",-0.0222,11.1908,0.8055,0.9167
"ENSG00000101347",3.767,12.6465,7.683e-129,3.463e-125
"ENSG00000101350",0.1448,11.2956,0.08448,0.2354
"ENSG00000101353",-0.4357,7.7436,0.124,0.3099
"ENSG00000101361",0.2284,10.266,0.04092,0.1381
"ENSG00000101363",0.1832,10.2566,0.04338,0.1444
"ENSG00000101365",0.0913,9.9219,0.3622,0.6092
"ENSG00000101367",0.2636,10.9542,0.003761,0.02049
"ENSG00000101384",-0.5263,10.3324,1.489e-06,1.964e-05
"ENSG00000101391",0.1717,8.7779,0.2315,0.4676
"ENSG00000101400",0.242,9.252,0.08869,0.2433
"ENSG00000101407",-0.1556,9.1033,0.2157,0.4479
"ENSG00000101412",0.151,7.5828,0.6544,0.8352
"ENSG00000101413",0.0179,9.6194,0.86,0.9425
"ENSG00000101417",-0.4239,8.1743,0.02554,0.0964
"ENSG00000101421",0.0927,11.2503,0.2826,0.53
"ENSG00000101425",-1.085,7.0801,0.1358,0.3312
"ENSG00000101439",0.3641,12.003,3.231e-06,4.012e-05
"ENSG00000101442",-0.0505,7.9739,0.809,0.9186
"ENSG00000101444",0.084,10.347,0.3389,0.5874
"ENSG00000101447",1.2227,8.1563,6.683e-06,7.805e-05
"ENSG00000101452",0.2584,9.0205,0.0465,0.1523
"ENSG00000101457",-0.295,9.0338,0.01507,0.06337
"ENSG00000101460",0.5877,9.3621,8.837e-08,1.449e-06
"ENSG00000101464",-0.1215,8.7494,0.4047,0.6504
"ENSG00000101470",-0.7626,7.3664,0.06982,0.2054
"ENSG00000101473",-0.18,8.9305,0.191,0.415
"ENSG00000101474",0.2634,11.4224,0.0007724,0.005353
"ENSG00000101493",-0.1121,10.2052,0.3141,0.5631
"ENSG00000101544",0.0625,9.4094,0.5603,0.7729
"ENSG00000101546",-0.1178,8.2198,0.576,0.7842
"ENSG00000101557",0.2335,10.5557,0.009217,0.0431
"ENSG00000101558",0.4976,11.4129,1.721e-06,2.24e-05
"ENSG00000101574",0.0493,8.4909,0.7484,0.8895
"ENSG00000101577",-0.1383,10.3859,0.1737,0.3909
"ENSG00000101596",0.0228,10.9322,0.7811,0.9054
"ENSG00000101605",0.5372,8.0607,0.008812,0.04152
"ENSG00000101608",0.8369,11.8197,6.33e-14,2.301e-12
"ENSG00000101624",0.2542,7.9117,0.2846,0.5327
"ENSG00000101639",-0.0309,9.785,0.7635,0.8972
"ENSG00000101654",-0.1067,10.3815,0.2895,0.5381
"ENSG00000101665",0.303,8.7786,0.02416,0.09221
"ENSG00000101680",-0.1022,8.3079,0.5598,0.7727
"ENSG00000101695",-0.595,7.0512,0.454,0.6921
"ENSG00000101745",0.1422,10.6164,0.1278,0.3165
"ENSG00000101751",0.0679,9.6643,0.5211,0.7433
"ENSG00000101752",0.1137,10.8211,0.2485,0.4899
"ENSG00000101773",0.289,9.3173,0.01836,0.07425
"ENSG00000101782",0.5331,10.6474,6.939e-07,9.67e-06
"ENSG00000101811",-0.0132,8.5627,0.9428,0.976
"ENSG00000101825",-1.3237,12.0976,2.437e-37,4.531e-35
"ENSG00000101843",-0.396,9.6576,0.0002957,0.002309
"ENSG00000101844",-0.1923,8.5769,0.2178,0.4499
"ENSG00000101846",0.2741,11.199,0.01247,0.05467
"ENSG00000101849",-0.0365,9.8072,0.7405,0.8849
"ENSG00000101856",-0.19,11.864,0.0209,0.08222
"ENSG00000101868",-0.1267,8.6903,0.4262,0.6698
"ENSG00000101871",-0.463,11.4723,1.018e-05,0.000114
"ENSG00000101882",-0.0339,8.8492,0.8018,0.9152
