"gene","TCGA-BH-A0C0-11A","TCGA-BH-A18J-11A","TCGA-AC-A2FM-11B","TCGA-BH-A18N-11A","TCGA-BH-A0DQ-11A","TCGA-GI-A2C8-11A","TCGA-BH-A0H5-11A","TCGA-BH-A0DZ-11A","TCGA-BH-A0DL-11A","TCGA-BH-A18M-11A","TCGA-E9-A1N9-11A","TCGA-BH-A18Q-11A","TCGA-BH-A1FM-11B","TCGA-BH-A1EO-11A","TCGA-BH-A1F8-11B","TCGA-BH-A0DG-11A","TCGA-E9-A1RB-11A","TCGA-BH-A0DO-11A","TCGA-A7-A13E-11A","TCGA-BH-A1FR-11B","TCGA-A8-A0A7-01A","TCGA-E9-A22D-01A","TCGA-A8-A08H-01A","TCGA-BH-A0DZ-01A","TCGA-BH-A0BQ-01A","TCGA-JL-A3YW-01A","TCGA-E9-A22G-01A","TCGA-AO-A0JE-01A","TCGA-E9-A1N6-01A","TCGA-D8-A1XY-01A","TCGA-C8-A12T-01A","TCGA-AN-A0FX-01A","TCGA-A8-A06U-01A","TCGA-C8-A135-01A","TCGA-S3-AA14-01A","TCGA-E9-A3X8-01A","TCGA-BH-A0AW-01A","TCGA-C8-A12Q-01A","TCGA-AQ-A04L-01B","TCGA-AN-A0XP-01A","TCGA-EW-A6S9-01A","TCGA-A8-A06X-01A","TCGA-C8-A1HF-01A","TCGA-3C-AALK-01A","TCGA-C8-A12P-01A","TCGA-E2-A1IF-01A","TCGA-BH-A0C3-01A","TCGA-EW-A1IZ-01A","TCGA-GM-A2DO-01A","TCGA-EW-A1J5-01A","TCGA-D8-A1XG-01A","TCGA-BH-A5J0-01A","TCGA-E9-A227-01A","TCGA-B6-A1KC-01B","TCGA-AN-A046-01A","TCGA-AN-A0XL-01A","TCGA-E2-A1IL-01A","TCGA-A2-A0YL-01A","TCGA-D8-A1JC-01A","TCGA-AO-A12H-01A","TCGA-D8-A27K-01A","TCGA-A8-A06Y-01A","TCGA-BH-A1EY-01A","TCGA-BH-A0DL-01A","TCGA-GM-A5PX-01A","TCGA-GI-A2C8-01A","TCGA-D8-A73W-01A","TCGA-D8-A1JM-01A","TCGA-A2-A0T7-01A","TCGA-A8-A08I-01A","TCGA-BH-A0BL-01A","TCGA-LL-A441-01A","TCGA-D8-A143-01A","TCGA-EW-A6SB-01A","TCGA-E2-A150-01A","TCGA-A2-A0T2-01A","TCGA-AO-A0JL-01A","TCGA-EW-A1P4-01A","TCGA-LL-A73Y-01A","TCGA-A1-A0SK-01A","TCGA-HN-A2NL-01A","TCGA-C8-A1HJ-01A","TCGA-EW-A1PH-01A","TCGA-E9-A5FL-01A","TCGA-AC-A2QH-01A","TCGA-S3-AA15-01A","TCGA-A2-A3XT-01A","TCGA-D8-A1XQ-01A","TCGA-A7-A4SE-01A","TCGA-D8-A1JF-01A","TCGA-B6-A402-01A","TCGA-AC-A2QH-01B","TCGA-A7-A6VV-01A","TCGA-BH-A0RX-01A","TCGA-AR-A5QQ-01A"
"GATAD2B",11.2858,10.8163,10.2159,10.956,11.1042,11.6979,10.9812,10.5528,11.0748,10.9772,10.7997,11.1039,11.0716,10.3877,10.6925,11.3588,11.0858,11.164,10.7226,10.7763,10.7086,10.7248,10.5954,9.9994,11.3498,10.0511,11.9419,10.9187,10.9949,10.9466,10.6777,11.8525,11.0448,11.2654,10.8793,10.6317,10.8408,11.4585,10.9619,11.5899,10.4874,11.4095,10.9438,10.8642,11.0491,11.2878,11.317,10.4221,10.7357,11.7051,12.0164,10.1444,11.1956,11.9501,11.0389,11.4312,11.7455,11.2503,11.3298,10.7507,11.6821,11.9223,10.8133,11.3821,10.5315,11.1031,11.2836,11.5474,11.3192,10.9526,11.732,11.2422,11.4877,10.9893,11.3172,11.8478,11.3638,10.6019,11.0714,12.02,11.1661,12.6053,10.927,10.3427,11.3565,10.9928,10.9802,10.6678,11.3527,10.9013,11.7894,12.4629,11.7947,11.0516,9.7527
"DENND4B",10.3529,10.799,10.2114,10.5669,10.0661,12.9117,10.257,10.3222,10.5749,10.655,10.6219,10.459,10.522,10.5329,10.3196,10.1951,10.4039,10.1762,10.7087,10.7092,10.3896,10.5587,10.9925,9.3913,10.2668,10.681,10.3525,9.9962,9.9365,10.5188,9.9592,10.7449,9.983,9.9593,10.9086,10.1474,10.1835,11.107,10.2946,10.5898,10.6656,10.342,10.1003,10.6196,10.4043,10.6024,10.7421,10.3423,11.5639,11.2109,11.3588,10.4548,10.4888,10.9456,10.261,10.4545,10.5199,10.2828,10.9701,10.0975,10.9413,10.5401,10.4363,11.2798,10.439,10.7893,11.1689,11.1889,10.3849,10.9089,11.0639,11.7094,10.7736,10.908,10.6087,10.7917,11.0555,10.5347,10.548,10.5178,11.0399,11.299,10.3126,10.5545,10.0983,11.6173,11.2636,10.5746,11.6224,10.6568,11.8376,11.4258,11.4248,10.443,10.5999
"CRTC2",10.4599,10.5421,10.8731,10.6064,10.3109,10.5234,10.458,10.3666,10.2887,10.6039,10.6151,10.5415,10.7139,10.4099,10.4559,10.3504,10.4463,10.6875,10.5563,10.2555,10.3216,11.0399,10.4475,10.4402,11.0941,10.9058,11.8492,10.5237,10.802,10.5233,10.444,11.0236,10.5847,11.1235,10.4565,11.5297,10.3159,10.961,10.6277,10.9898,10.4319,10.674,10.4677,10.9214,11.178,11.7796,10.8964,10.7713,11.2744,11.3657,11.792,10.9893,10.6454,11.203,10.7612,11.0436,10.7688,10.6513,10.9587,10.6211,11.19,11.4444,10.4081,11.0062,11.0668,11.1525,11.5303,11.5995,10.8487,10.3725,11.1978,11.5936,10.8227,12.035,11.5337,12.3812,11.7393,10.6267,11.0127,10.6223,11.207,11.5257,10.5596,11.4445,8.6349,11.5004,11.8234,10.889,12.2953,10.4044,12.2578,9.7484,11.6278,11.2603,10.6641
"SLC39A1",11.7009,11.7572,12.3873,11.7667,11.7516,11.4352,11.5763,12.5587,11.7619,11.7941,11.8793,11.4257,11.593,12.3757,11.7144,11.6105,11.7566,11.6965,11.796,11.7022,12.6568,12.5919,12.338,12.8133,13.3265,12.824,12.5742,13.2783,12.6055,12.9236,12.2189,12.448,12.3576,13.0483,12.4636,12.4925,12.6785,13.1411,12.3317,12.8632,12.5698,12.4704,12.2438,12.6426,12.9027,13.2798,12.9135,12.3095,11.5448,12.8364,12.861,12.897,12.5658,11.8381,12.2941,12.3477,12.4643,12.3116,12.4989,11.6358,12.782,12.0677,12.3966,12.711,12.7594,12.6792,13.0852,12.7724,12.7203,11.5771,12.5432,12.0295,12.6883,12.8382,13.02,13.4087,12.5051,12.4316,12.4341,11.2971,12.2849,11.45,12.0286,12.7079,12.2596,12.6216,14.0783,13.1685,12.8296,12.2194,13.5172,11.5462,13.5627,13.199,12.3968
"CREB3L4",11.2501,10.9495,11.223,10.5661,11.5435,8.5397,10.9878,11.2137,10.0615,10.1936,11.1819,10.5648,10.4839,8.6774,10.2758,10.8181,10.1419,10.6576,9.6792,10.679,11.1057,12.654,9.4418,11.7336,12.6024,10.8441,9.7424,12.1348,11.9102,12.6727,12.2326,10.0334,12.0035,12.963,12.712,12.8364,13.0192,12.6888,11.5589,12.6146,11.8189,10.9535,12.9675,12.855,12.1977,12.8596,11.6681,11.6073,10.3752,12.6312,12.4934,12.2568,12.9141,11.3776,11.1679,12.8728,12.8698,11.3503,11.2005,11.7603,12.5298,11.7666,10.736,9.8185,13.2467,10.5391,13.026,10.4827,11.718,11.1992,10.1793,10.4,12.7545,10.3557,9.3579,12.0377,11.3994,9.0583,10.1935,10.3718,10.809,10.6504,9.7947,9.9463,9.0681,9.8945,10.7887,11.4326,9.9205,11.5449,11.5857,9.9914,11.3497,10.5147,8.8526
"JTB",11.3253,11.2792,12.3087,11.187,11.5505,11.956,11.096,11.9652,11.197,11.0894,11.4399,10.9038,11.1335,12.2609,11.5358,11.0502,11.6597,11.2053,11.5034,11.5302,12.2391,12.6022,11.6915,12.1052,12.8875,12.2154,13.1828,12.2593,12.1927,12.1669,12.0862,11.9182,12.2943,12.8233,12.1093,14.0081,12.9856,12.6157,12.7145,12.6665,11.7773,12.736,12.4681,12.6766,12.4699,13.4712,12.5852,12.3206,11.9468,12.6363,12.7688,13.0608,12.9374,12.3228,12.1286,12.7328,11.9404,11.7915,12.046,11.9273,12.2853,12.9792,12.3777,12.2993,13.3765,11.8907,13.0299,13.0518,11.8921,11.4807,12.4357,12.2331,12.4681,13.8162,12.0617,13.3509,13.0473,11.8117,11.9804,11.6645,12.5135,13.621,12.0316,13.0101,10.8494,12.9544,13.3741,12.3993,12.874,12.7542,13.5161,10.7595,12.6181,13.3435,11.9462
"RAB13",10.495,10.4821,11.3685,10.5357,10.661,9.9087,10.3846,10.9661,10.6331,10.4549,10.1419,9.8609,10.3614,11.5666,10.379,10.5943,10.5467,10.1471,10.1975,10.603,10.3825,11.0668,11.9501,10.954,12.0609,11.0819,10.5563,10.9417,10.9388,10.9957,11.1728,10.575,10.6974,10.726,10.7755,12.9011,11.444,10.9798,10.9077,10.8667,10.886,11.0303,11.2783,11.4432,10.8424,12.3621,11.636,11.4624,11.2172,10.969,11.3444,11.6946,12.1886,10.8666,11.1795,11.4934,10.9576,10.6843,10.4018,11.2156,10.6942,11.9715,10.4232,11.2094,11.8749,11.0418,11.4831,10.289,10.8394,10.8772,11.5524,10.6517,11.1665,10.2999,10.921,12.8896,12.6629,10.0709,10.7895,9.9865,10.7084,10.7009,10.7402,12.3615,8.831,11.6783,11.8708,10.7147,10.8822,10.095,12.1554,9.5439,11.452,12.0428,11.3841
"RPS27",9.9773,9.5034,10.0449,9.0893,9.2837,9.4379,9.5164,9.7168,9.22,9.1139,9.1648,9.3683,9.5448,9.6931,9.6248,9.2497,9.4727,9.6843,8.9446,9.3811,9.3028,9.0843,8.7185,10.1572,9.8444,9.3222,9.7216,8.6866,8.198,8.8505,9.5469,9.0472,8.5169,9.5441,8.7406,10.919,9.3725,8.6208,9.8162,9.241,8.7517,8.9656,9.0376,9.1994,8.557,9.3284,9.1919,9.2728,9.1445,9.4583,9.5182,9.7148,8.9985,8.7857,10.0583,8.9233,8.7913,9.6681,8.1739,8.6759,9.1342,9.0048,8.6629,9.0288,10.1835,8.5468,10.3592,9.4746,8.6498,8.1039,8.8463,9.0271,8.6086,9.7199,8.2239,9.552,10.2697,8.2798,9.1527,9.8162,10.5862,9.9481,9.0036,9.1093,8.5961,9.1249,9.3192,8.8949,9.1623,8.4898,10.1149,10.0907,9.1957,9.734,8.7802
"TPM3",12.226,12.4671,12.7021,12.5513,12.5672,17.8733,12.0957,12.9858,12.6336,12.7508,12.2644,12.0313,12.3484,13.4879,12.7731,12.3627,12.936,12.2319,12.7785,12.5728,13.5382,14.3816,13.9863,14.3588,13.9471,13.3044,14.3198,13.8753,14.6517,13.7634,14.0033,13.6676,14.1422,14.1874,13.2189,13.6536,14.355,14.1441,13.0041,14.4361,13.6026,14.7722,14.1985,14.2476,14.0141,14.098,13.7581,14.1078,13.5828,14.537,14.5476,14.0128,14.1787,13.5421,13.6268,13.2641,13.3794,13.696,14.182,13.7206,13.7778,13.9191,13.988,13.898,13.8063,13.4679,14.1605,14.3878,13.928,13.48,14.0833,13.5177,14.3426,14.0017,14.0372,14.7712,13.7117,14.0523,13.2212,13.4081,13.4282,15.2398,14.0414,13.8895,12.9064,13.9198,14.1676,13.7974,13.6222,12.8766,14.5307,12.3245,14.1491,14.4641,14.4159
"C1orf43",12.2637,12.2624,12.5743,12.4101,12.4035,14.3272,12.1111,12.8118,12.1434,12.3139,12.4146,11.9318,12.2187,13.0926,12.3773,12.282,12.9093,12.3533,12.7827,12.2711,13.0408,13.1769,12.7351,13.3091,13.4695,12.5592,14.0362,12.9507,13.2777,13.4955,12.831,13.0698,13.3193,13.7222,12.2164,12.9206,13.7463,13.6202,13.1858,13.6672,12.8698,13.9884,13.1159,13.1446,12.9936,13.5568,13.6104,12.9712,12.3529,13.8801,14.2909,13.1312,13.5577,14.1595,12.8241,13.2958,12.7795,13.1198,13.642,13.4568,13.0907,13.7526,13.0254,13.7135,13.2051,13.3951,14.0868,14.1652,13.3674,12.0672,12.8246,12.5047,13.5204,13.6908,13.0846,13.4871,13.5447,12.9349,12.9033,13.3598,13.0883,13.8723,13.0975,13.0939,12.1864,12.7047,13.9523,13.2956,13.3589,12.9992,14.2716,11.8017,13.2821,13.5213,12.8315
"UBAP2L",12.2117,12.1477,11.6459,12.0317,12.1623,12.4472,12.0955,12.1305,12.0523,12.1889,12.1331,12.0587,12.1183,11.5795,11.8628,12.2561,12.1915,12.2816,12.1735,11.6995,12.1352,12.5819,12.4029,12.3562,13.1335,11.9532,13.5589,12.8577,13.2162,12.6211,12.6173,13.0832,12.4933,13.5217,12.3753,11.9936,12.4393,13.0006,12.2497,13.3162,12.8219,13.0609,12.7552,13.0352,13.084,12.9363,12.7699,12.4584,12.2623,13.7143,13.4796,12.3361,12.7097,12.8816,12.963,12.9271,13.1522,12.7929,12.9523,12.7597,13.0368,13.0547,12.4093,12.9797,12.0476,12.5388,12.8877,13.738,13.1716,12.2475,13.2196,12.9849,13.1842,13.2045,12.9606,13.0469,13.5576,12.8031,12.6272,13.0717,12.8935,14.0922,12.7535,12.8773,11.9214,12.6992,13.3273,12.5294,13.2167,12.6459,13.7739,13.0515,13.2125,13.2771,12.3985
"HAX1",10.9694,10.9618,11.5048,10.8385,10.9183,12.9352,10.7634,11.1931,10.7826,10.8548,10.8079,10.6949,10.9523,11.4828,10.9081,10.6822,11.1719,10.8573,11.1577,10.8695,11.6319,11.6423,10.8387,11.4937,11.8256,11.2021,12.1231,11.4863,11.2506,10.8424,11.3412,11.4442,12.056,12.4651,10.8004,11.889,12.0772,11.7706,11.284,11.7358,10.7766,12.1156,11.8511,11.3333,11.9605,12.1361,11.7101,11.3647,11.2411,11.9869,12.2181,11.6126,11.7829,11.8899,11.2085,11.4682,11.1074,11.1627,11.4205,11.3373,11.1942,12.4289,11.202,11.7552,11.9688,11.2404,12.3851,12.1286,11.7597,10.6824,11.7148,11.3089,12.4665,12.4625,11.5097,12.1036,12.5259,11.4684,11.1475,11.5079,11.7341,13.173,11.3626,12.1921,11.0997,11.7659,12.1124,11.5106,11.4994,11.6412,12.2473,11.0655,11.4737,12.4363,11.6175
"ATP8B2",10.8248,10.7079,10.1627,10.8754,10.5911,9.9476,10.2173,9.8164,11.0899,11.2927,10.5892,11.0634,11.4056,11.3961,10.8805,10.575,11.3119,10.6844,11.0337,11.0932,10.8051,10.2387,11.5274,9.6038,10.3442,10.2337,8.7883,10.0762,9.7291,10.1925,10.0219,10.2618,9.7834,10.0093,10.6327,9.8262,10.118,10.0356,9.9227,10.5853,10.1786,10.0574,9.7483,10.8863,10.3307,10.5292,11.2605,10.3067,10.8046,10.2248,10.8074,10.582,10.1005,9.4105,9.9119,11.6576,11.0825,10.889,10.2346,9.9318,11.0605,12.6034,10.5448,9.1258,11.7379,10.6668,12.3772,8.1085,10.9465,10.9665,10.7221,10.958,10.3592,9.0269,9.2265,8.326,9.0569,9.466,11.3046,9.7762,10.4182,9.7349,10.3637,9.4729,12.0369,11.1823,10.3468,9.798,10.599,10.3305,9.0932,12.1284,10.3913,9.8346,9.8277
"IL6R",10.1442,10.2217,9.8407,9.8352,9.5889,10.9973,10.0755,9.0159,10.0662,10.1032,9.9609,9.8439,10.131,10.5318,9.5808,9.7898,10.9699,9.8296,10.1988,10.0607,10.3328,9.3418,11.2003,7.641,9.3276,9.8057,9.1905,9.7971,9.0565,7.8305,8.0843,8.9587,8.8982,9.1294,8.4924,8.1429,9.5798,9.2033,10.3628,9.1482,8.4271,8.6342,8.522,8.492,9.1311,8.5498,9.6086,9.2156,9.7203,9.4133,9.833,9.1168,8.8989,7.677,8.929,9.3148,8.918,9.2249,8.5909,7.1922,10.0547,10.0254,10.0151,9.6961,8.8987,10.4223,11.2172,8.8219,9.6695,9.7849,9.4432,10.2163,8.8603,9.394,9.0218,9.6283,7.8506,8.6819,9.9182,6.9445,8.0622,9.0202,9.6784,10.0909,8.7003,10.3489,11.4361,10.5949,9.005,10.4512,8.0025,8.0778,10.6118,9.1846,9.7164
"SHE",9.5868,9.9733,8.8197,10.637,9.6445,9.8389,9.4137,9.0486,10.5517,10.6503,10.2877,10.0875,10.6482,11.5288,10.8909,9.8488,10.8502,9.6254,11.2098,10.516,8.5474,7.9477,10.3379,7.3184,8.3568,8.166,6.9498,8.4685,7.8236,8.5373,7.4567,8.2206,7.8205,9.015,8.5801,9.0256,8.7864,8.6652,8.0575,7.6196,7.7372,7.8381,7.7848,8.2981,7.8585,8.4863,10.0167,8.8594,7.7002,8.4831,7.762,8.2426,8.9338,8.4951,8.1551,10.0096,8.7739,9.2043,7.9467,8.004,8.8185,8.1677,8.2636,7.8544,9.0124,9.0606,8.7575,7.3167,9.432,7.5527,8.5986,8.5702,8.0664,6.9066,7.954,7.9957,8.3522,7.4617,8.8937,8.0845,8.3611,8.6787,8.7887,8.0359,8.754,9.0331,7.7408,7.1804,8.9459,9.9866,6.7967,8.3289,9.5778,8.944,7.6757
"TDRD10",7.0943,7.5582,7.0741,7.4448,7.0477,6.6081,6.9413,6.8698,7.6692,7.1901,7.5057,7.1605,7.4954,7.8923,7.4621,6.8426,7.2587,7.1907,7.6813,7.3947,6.1195,6.0293,6.674,6.0015,6.541,6.4821,5.8481,6.5851,6.183,6.1388,5.8565,6.1972,5.8886,6.4993,6.4529,9.0993,5.9506,6.0905,6.7707,5.7236,5.9913,5.9207,5.9236,6.4826,5.9412,6.7253,6.7253,6.5402,6.6488,6.0607,6.1019,6.4352,6.2445,5.9657,6.081,6.831,6.1513,6.3983,5.9353,5.8933,6.4829,6.4179,6.0676,6.0846,7.2063,6.4724,6.3464,5.861,6.9745,5.9467,6.3265,6.8121,6.1198,5.7317,5.7908,6.3143,6.7866,5.7304,6.4326,6.5289,7.438,6.9052,7.1999,6.721,5.9687,7.1715,6.5284,5.7781,6.9877,6.52,6.0284,6.2254,7.5106,6.257,6.2038
"UBE2Q1",11.3181,11.1335,11.4763,11.0921,11.2918,10.8908,11.174,11.3804,11.2088,11.2699,11.0783,11.1007,11.3026,11.672,11.2631,11.2481,11.419,11.2433,11.282,11.1969,11.4541,12.0526,11.2849,11.3763,11.9372,11.4715,12.6268,12.0116,11.7943,11.8751,11.5191,11.5805,11.8008,12.1193,11.1752,11.8388,12.0007,12.1603,11.8086,11.9577,11.3189,12.3445,11.8288,11.6439,11.8839,12.2455,11.8716,11.57,11.3238,12.0837,12.6159,11.6363,11.8634,12.3763,11.4235,11.7192,11.3488,11.5042,11.8928,11.7527,11.8401,12.3828,11.7779,12.1358,11.9399,11.6406,12.0651,12.2845,12.6107,10.9082,12.2029,11.7896,12.2733,12.5116,11.8561,12.6632,12.1847,11.5853,11.5593,11.6625,11.949,12.9159,12.0482,12.475,11.0095,11.8245,12.8621,11.8492,12.962,11.7542,13.0682,11.1216,12.387,12.3169,11.6818
"CHRNB2",7.5001,7.5365,7.6783,7.3241,7.1846,5.6889,8.2974,8.1176,7.1173,7.6563,6.9365,7.4749,7.2022,5.811,6.8706,7.9681,6.743,7.8169,6.588,7.4335,5.8689,5.6504,6.2378,5.8097,7.4411,5.7367,6.7625,6.0505,5.7797,5.7133,6.5548,6.853,5.8413,5.9948,6.8215,5.5913,6.6505,6.1204,7.7132,6.2913,6.0588,5.8317,5.6533,6.6987,9.1598,6.1504,7.1273,5.9228,6.2807,6.3693,11.856,5.7867,6.0382,12.0859,5.8116,6.0364,6.3787,7.4699,5.9708,6.0515,7.6293,5.7794,6.1866,5.792,7.5151,5.9053,6.1198,6.073,6.7465,8.2948,6.4781,6.4821,7.3429,5.8191,6.0129,6.3415,5.9228,6.0481,8.1484,10.6585,9.5388,8.3269,5.8786,5.6974,7.183,6.4076,7.9937,5.5595,6.7504,6.6459,6.781,8.5292,5.836,6.6893,6.2332
"ADAR",13.7845,13.3466,12.5722,13.3708,13.4575,11.912,13.281,13.2084,13.7273,13.5785,13.2556,13.4086,13.6273,12.9154,13.3768,13.4787,13.6018,13.4244,13.3513,13.3241,14.1368,14.5717,13.6459,13.5236,14.4392,13.2567,14.567,14.4502,14.0308,14.9472,13.4526,13.9993,14.7784,14.0526,13.7455,13.366,13.6046,14.7645,13.2,15.4153,14.1095,14.919,13.6592,13.7441,14.5308,13.865,14.8324,12.9309,13.3385,15.9664,15.4655,13.3308,13.8251,14.6677,14.1821,13.754,14.852,14.2094,15.5579,13.9109,14.6055,14.6632,13.7817,14.7869,13.543,14.155,14.8713,14.8153,15.2468,14.7038,14.5903,14.2136,14.4408,13.8305,14.0802,13.3889,13.0161,13.9254,13.4391,13.7882,14.051,14.5285,14.6918,13.1972,13.8941,13.9252,14.2306,14.121,15.7022,13.9582,13.903,14.1297,14.0354,14.2709,13.2913
"KCNN3",7.853,7.5292,7.0848,8.3643,8.4799,11.4,7.8581,7.4211,8.0575,8.8107,8.1952,8.8193,8.4636,8.3516,8.0797,8.4117,8.9115,8.1486,8.8014,8.6845,9.5052,7.6655,7.9649,8.1798,7.6516,8.0157,6.8954,8.7892,7.6363,7.9282,7.1834,7.7169,7.5465,8.4207,7.7497,7.5574,8.7406,8.3591,7.5349,7.8553,7.9376,7.5871,7.9614,8.1825,8.2238,7.632,8.2902,8.4117,7.9945,7.3888,7.4492,7.6001,8.2851,8.6317,7.6405,8.7479,7.555,8.5691,7.7367,7.4446,7.8747,7.8591,7.2337,8.1177,7.6824,8.9322,8.4226,7.1975,7.526,7.7995,7.8213,7.5848,8.3822,10.0605,8.6838,7.2883,9.1794,7.3161,8.2865,9.0672,7.3958,7.77,7.1269,7.5993,8.1486,10.4406,7.1189,8.5108,8.8508,8.8057,7.2015,8.6138,7.558,8.8504,8.0263
"PMVK",10.5547,10.4721,11.5588,10.1945,10.551,10.7219,10.3474,11.1493,10.2987,10.3904,10.4102,9.8465,9.8171,10.6907,9.6723,9.8742,9.925,10.0609,9.6754,9.802,10.4804,11.063,10.4864,11.1471,11.6889,10.6378,10.4564,11.1998,10.8876,11.239,11.2773,10.8976,11.1365,10.9747,10.9312,13.1455,11.9486,12.1673,9.9017,11.0195,11.312,11.8772,11.0259,11.5095,10.6265,12.0835,11.2486,10.8558,10.5168,11.2051,11.4149,11.5774,11.6862,10.1043,10.7466,10.9868,11.1769,10.1866,10.6452,11.1184,10.3555,11.3032,9.934,11.6048,11.9163,10.3797,11.881,9.4305,11.1818,9.6878,11.0353,10.6176,11.4664,11.5452,10.6772,11.697,11.6066,10.6829,10.6168,10.3245,10.9697,10.2532,10.7775,10.5044,7.864,10.7675,11.9753,10.8438,10.0107,10.0363,11.7847,8.0949,11.2935,11.0872,11.1825
"PBXIP1",12.3791,12.4248,12.8828,12.463,12.603,13.7367,12.4745,12.6685,12.5455,12.5397,12.4431,11.9379,11.955,12.7397,11.854,12.1539,12.5302,12.1746,12.2034,11.9191,12.2749,11.7194,11.8169,12.2394,12.9591,11.9256,10.9465,12.5727,12.325,12.6058,11.5345,12.0643,12.9131,11.8843,11.9795,13.0747,12.1823,13.5035,10.8199,12.5504,11.9339,11.3758,11.1173,12.8007,12.2702,13.1136,12.5036,12.3729,12.3269,12.6547,13.0004,13.2185,13.0669,11.1996,12.428,13.2988,12.6016,11.8682,11.2366,11.9115,11.9114,13.473,12.1226,12.2171,12.9592,12.2052,13.1987,11.646,13.1402,11.8555,12.8926,12.899,12.4778,12.7248,12.5445,13.2115,13.3205,11.1149,12.8434,10.8,12.0277,9.9257,12.1096,11.6131,11.4374,12.4969,11.3583,12.437,12.6021,11.7994,12.0039,11.0676,12.8957,12.6124,11.5787
"PYGO2",11.5261,11.2312,11.366,11.3207,11.4688,10.9872,11.0429,11.6522,11.3493,11.2092,11.2257,11.1932,11.2248,11.2495,11.1247,11.1781,11.3825,11.2716,11.3766,11.349,11.4289,12.2059,11.1933,11.6159,12.247,11.088,12.6203,11.604,12.0306,11.9182,11.5066,11.8622,11.963,12.1381,11.8505,12.0307,11.807,12.3522,11.5049,12.3099,12.0598,12.0072,11.9364,12.3236,11.8372,12.5929,12.3239,11.6284,11.3018,12.51,12.9101,12.1561,12.1696,12.0286,12.0419,12.1357,12.4253,11.9347,12.2691,12.1825,12.323,12.1912,11.5755,12.5648,12.2319,11.8572,12.2774,12.1276,12.3814,11.4473,12.0604,11.7889,12.4286,12.2225,11.8231,12.3286,12.58,11.4795,11.59,11.4306,11.8621,12.4931,11.5663,12.1379,11.3537,11.9753,12.424,11.7433,12.7463,11.371,12.6742,11.3052,12.3961,12.1445,11.4534
"SHC1",11.9687,12.1254,12.2864,12.226,11.9426,11.7154,11.9097,12.3668,12.2604,12.3887,12.0615,12.0293,12.0391,12.5726,12.2017,11.6037,12.1305,11.9333,12.459,12.3041,12.0421,11.9783,13.0658,12.7165,13.1709,12.4523,12.0142,12.4036,12.746,12.3358,12.3104,12.5128,12.3617,12.8503,12.2142,12.6841,12.4597,13.1481,11.9401,12.6978,12.0087,12.6192,12.0212,12.7061,12.251,13.0851,13.7585,11.5489,11.8431,12.6157,13.6069,12.7955,12.6473,11.5653,13.0414,12.4705,12.6075,12.5738,12.6096,12.0436,12.6699,12.7918,12.3075,12.5812,12.7175,12.2643,13.7536,12.0881,12.9865,11.3641,12.5109,12.4564,12.005,12.1645,12.4362,12.6881,12.61,12.1514,12.36,10.5365,11.3432,13.1164,11.9175,13.3479,13.5375,12.7184,13.3161,12.0761,13.2779,12.1367,12.7845,13.4981,12.9773,12.805,12.5474
"CKS1B",8.7477,8.6389,9.3781,8.5435,8.6952,7.6728,8.6649,9.0031,8.6563,8.6097,8.763,8.589,8.8705,9.426,9.0426,8.9125,9.4853,9.1678,8.8897,8.4978,9.2329,10.2194,8.7382,10.2782,9.5195,9.0114,10.9861,9.6835,10.07,8.6307,9.7963,9.683,9.8234,10.5212,8.6553,10.7051,10.2954,9.6498,9.5539,9.2502,9.107,10.1522,9.8631,9.0823,9.5233,10.454,9.8801,9.3061,9.0198,9.7819,9.4894,9.5582,9.5668,9.4081,8.8066,9.3521,9.0726,9.1834,10.1325,8.3997,8.9639,9.1809,9.238,10.9777,9.9854,7.9653,8.8575,11.1856,10.0436,8.8972,10.073,9.6185,10.7131,11.4942,10.1985,10.9986,10.1757,10.1976,9.336,10.1154,10.1676,11.2815,10.8366,9.911,8.9275,9.9809,10.9733,9.9239,11.8021,9.1658,11.2183,8.7155,11.0804,10.9136,10.7319
"FLAD1",9.5979,9.9759,10.3597,9.8086,9.5727,10.5762,9.5772,10.3922,9.744,9.7203,10.0422,9.6635,9.741,10.2665,9.8708,9.4245,10.2404,9.6221,10.2367,9.5908,10.129,11.0457,9.92,10.8527,11.2825,10.5454,11.9816,11.0839,11.5395,10.5179,10.5591,11.0471,11.4318,11.5312,10.6095,11.8339,11.3816,11.748,11.0028,11.0899,10.9501,11.498,10.8834,11.307,12.0559,11.4843,11.4021,10.6379,10.6687,11.3252,11.51,11.1138,10.8186,10.6005,10.6866,11.0866,10.6611,10.4499,10.9279,10.2699,10.8804,11.2041,10.8601,11.5523,11.1406,10.5134,10.7698,11.8545,11.4385,9.9522,11.1798,10.8465,11.2262,12.2184,11.0399,12.3466,12.5184,10.8156,10.1608,10.6994,11.1524,12.7692,11.0449,12.2249,10.7193,11.5618,12.5008,10.4758,11.9326,10.7356,12.0441,11.2353,11.5875,12.1961,10.7508
